ID,Features,Swap,Swap_ratio,Distance_measure,Value,Normalized,Std
F_0,age,0.1,10%,"Hellinger
 distance(+)",0.009879241915936799,0.09779786460407233,0.031240906010166
F_0,age,0.1,10%,"Wasserstein
 distance(+)",0.0005063598576848,0.005012622752248859,0.0016012504659626827
F_0,age,0.1,10%,"Contingency
 coefficient(-)",0.7047902159560258,6.976950124396899,0.007325622476801813
F_0,age,0.1,10%,"Total variation
 distance(+)",0.00624999999999999,0.06187080536912742,0.01976423537605234
F_0,age,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0036960604961055,0.03658851833393029,0.011687969537465278
F_0,age,0.3,30%,"Hellinger
 distance(+)",0.0296377257478104,0.09779786460407235,0.047721272190195514
F_0,age,0.3,30%,"Wasserstein
 distance(+)",0.00157177765779083,0.005186514642598376,0.0025538625674613098
F_0,age,0.3,30%,"Contingency
 coefficient(-)",0.6997077063046869,2.3088788966429825,0.012034690425292
F_0,age,0.3,30%,"Total variation
 distance(+)",0.01987283549783548,0.06557591131836092,0.03228970473416302
F_0,age,0.3,30%,"Jensen–Shannon
 divergence(+)",0.011259904738540629,0.037155166642835406,0.018168272913788103
F_0,age,0.5,50%,"Hellinger
 distance(+)",0.06745968347071236,0.13356111828094058,0.060158538441904635
F_0,age,0.5,50%,"Wasserstein
 distance(+)",0.00416740381903225,0.008250900178620898,0.003931277554740952
F_0,age,0.5,50%,"Contingency
 coefficient(-)",0.6867609104341661,1.3596944199871073,0.018896371630504862
F_0,age,0.5,50%,"Total variation
 distance(+)",0.053433759867583364,0.1057916722210543,0.049186601243588826
F_0,age,0.5,50%,"Jensen–Shannon
 divergence(+)",0.02558021206389564,0.05064538630100143,0.022481255570854015
F_0,age,0.7,70%,"Hellinger
 distance(+)",0.07059967450589641,0.09984134218235591,0.06497549824259152
F_0,age,0.7,70%,"Wasserstein
 distance(+)",0.00467376367671706,0.00660958909219335,0.004972440921941955
F_0,age,0.7,70%,"Contingency
 coefficient(-)",0.6842939903633658,0.9677216066979527,0.02375463708714918
F_0,age,0.7,70%,"Total variation
 distance(+)",0.05900974025974025,0.08345097495984359,0.05976172717385919
F_0,age,0.7,70%,"Jensen–Shannon
 divergence(+)",0.026631225442171353,0.03766160836740436,0.02401699129811574
F_1,sex,0.1,10%,"Hellinger
 distance(+)",0.019758483831873598,0.19559572920814466,0.041654541346888
F_1,sex,0.1,10%,"Wasserstein
 distance(+)",0.0008097738993927499,0.008016218131572524,0.0017134550799456222
F_1,sex,0.1,10%,"Contingency
 coefficient(-)",0.703364402893565,6.962835532000057,0.007925242268588211
F_1,sex,0.1,10%,"Total variation
 distance(+)",0.01017986542443063,0.1007738355774173,0.02155045984385883
F_1,sex,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0066279446117327905,0.0656122033711803,0.013985331991876754
F_1,sex,0.3,30%,"Hellinger
 distance(+)",0.03372984173535618,0.11130093190078383,0.05544040453848647
F_1,sex,0.3,30%,"Wasserstein
 distance(+)",0.00192829102464095,0.006362928996298437,0.0033235424260569827
F_1,sex,0.3,30%,"Contingency
 coefficient(-)",0.6980735900401364,2.303486678544074,0.015609062087858162
F_1,sex,0.3,30%,"Total variation
 distance(+)",0.02388959931798805,0.07883033331998295,0.04103437277119712
F_1,sex,0.3,30%,"Jensen–Shannon
 divergence(+)",0.01225368543449774,0.040434420617190533,0.020104324303946982
F_1,sex,0.5,50%,"Hellinger
 distance(+)",0.06072043258995961,0.12021830613448378,0.06766734591429506
F_1,sex,0.5,50%,"Wasserstein
 distance(+)",0.00403516881717867,0.007989092624615488,0.004830062363517301
F_1,sex,0.5,50%,"Contingency
 coefficient(-)",0.6858899007237143,1.3579699376744678,0.026329879399398688
F_1,sex,0.5,50%,"Total variation
 distance(+)",0.05394369074861064,0.10680126691839019,0.0654470178025447
F_1,sex,0.5,50%,"Jensen–Shannon
 divergence(+)",0.022662837610820254,0.044869376477798484,0.02472011474141156
F_1,sex,0.7,70%,"Hellinger
 distance(+)",0.0895503399609123,0.1266411806733899,0.07202361743247349
F_1,sex,0.7,70%,"Wasserstein
 distance(+)",0.0060139654904304,0.008504888876687287,0.005216400590760028
F_1,sex,0.7,70%,"Contingency
 coefficient(-)",0.6711292960023922,0.949104229725339,0.03759377060795688
F_1,sex,0.7,70%,"Total variation
 distance(+)",0.08271804139796128,0.1169790134822559,0.07521608143266374
F_1,sex,0.7,70%,"Jensen–Shannon
 divergence(+)",0.03429887755609604,0.04850512406063439,0.026694964486526186
F_10,ca,0.1,10%,"Hellinger
 distance(+)",0.05348832556722978,3.123499148311618,0.057686550310277786
F_10,ca,0.1,10%,"Wasserstein
 distance(+)",0.00398313126845992,0.23259855291245538,0.00572993851673428
F_10,ca,0.1,10%,"Contingency
 coefficient(-)",0.609156894929188,35.572267823339374,0.2191926443241351
F_10,ca,0.1,10%,"Total variation
 distance(+)",0.06187520569099514,3.6132585985424224,0.09865257533479915
F_10,ca,0.1,10%,"Jensen–Shannon
 divergence(+)",0.02177799587133459,1.2717457657287914,0.025084027768995803
F_10,ca,0.3,30%,"Hellinger
 distance(+)",0.10256957291203314,5.9896429779006555,0.08213393028973777
F_10,ca,0.3,30%,"Wasserstein
 distance(+)",0.0074314155719545204,0.4339642335704512,0.007676658297896983
F_10,ca,0.3,30%,"Contingency
 coefficient(-)",0.593699372250212,34.66961180614729,0.21185672450065907
F_10,ca,0.3,30%,"Total variation
 distance(+)",0.0991954756199607,5.792609514872124,0.0943159809220116
F_10,ca,0.3,30%,"Jensen–Shannon
 divergence(+)",0.03736869880312701,2.182178964237218,0.027743827929751247
F_10,ca,0.5,50%,"Hellinger
 distance(+)",0.1357953429643414,7.92989187071634,0.11457867402703263
F_10,ca,0.5,50%,"Wasserstein
 distance(+)",0.01314404700118281,0.7675585125946707,0.011161427977411403
F_10,ca,0.5,50%,"Contingency
 coefficient(-)",0.5529790320555543,32.29171071150362,0.20433732711241823
F_10,ca,0.5,50%,"Total variation
 distance(+)",0.1730396096851205,10.104804510963891,0.14057429082435005
F_10,ca,0.5,50%,"Jensen–Shannon
 divergence(+)",0.049493745382403954,2.8902320255731535,0.0355599859604336
F_10,ca,0.7,70%,"Hellinger
 distance(+)",0.1791890633762577,10.463907421050436,0.11919644453029205
F_10,ca,0.7,70%,"Wasserstein
 distance(+)",0.02504890877565914,1.4627536831110208,0.018758754453681182
F_10,ca,0.7,70%,"Contingency
 coefficient(-)",0.49579271589945406,28.952264058155915,0.1921664216799617
F_10,ca,0.7,70%,"Total variation
 distance(+)",0.27833904027864026,16.253859997158866,0.17778074295626325
F_10,ca,0.7,70%,"Jensen–Shannon
 divergence(+)",0.06769518186518701,3.953121371035335,0.03694181571160964
F_11,thal,0.1,10%,"Hellinger
 distance(+)",0.04111503836154757,0.14345282456128366,0.06136706944678366
F_11,thal,0.1,10%,"Wasserstein
 distance(+)",0.007983624726552367,0.027855343516652257,0.016015651914741368
F_11,thal,0.1,10%,"Contingency
 coefficient(-)",0.5621897345978192,1.9615135624643012,0.24340779662214052
F_11,thal,0.1,10%,"Total variation
 distance(+)",0.10273933155653586,0.35846366421263254,0.17166589973645124
F_11,thal,0.1,10%,"Jensen–Shannon
 divergence(+)",0.02270863121929684,0.07923177066460756,0.03586754504546418
F_11,thal,0.3,30%,"Hellinger
 distance(+)",0.11584110327271932,0.13230013730333798,0.07641564083813279
F_11,thal,0.3,30%,"Wasserstein
 distance(+)",0.014309968518278874,0.016343169620179124,0.022518338575897075
F_11,thal,0.3,30%,"Contingency
 coefficient(-)",0.47846735092608567,0.5464493554904967,0.2259867239577035
F_11,thal,0.3,30%,"Total variation
 distance(+)",0.21340857054742043,0.24373026833716233,0.2019676931510502
F_11,thal,0.3,30%,"Jensen–Shannon
 divergence(+)",0.055710257928694745,0.06362573011600832,0.037611048995436054
F_11,thal,0.5,50%,"Hellinger
 distance(+)",0.13002411766610936,0.08816376351096138,0.0952604226124726
F_11,thal,0.5,50%,"Wasserstein
 distance(+)",0.010494194123538893,0.007115661813769476,0.012738871694198921
F_11,thal,0.5,50%,"Contingency
 coefficient(-)",0.4812058486545684,0.3262849954484317,0.2168676087840271
F_11,thal,0.5,50%,"Total variation
 distance(+)",0.2009677379137407,0.1362675820208861,0.1590901448365019
F_11,thal,0.5,50%,"Jensen–Shannon
 divergence(+)",0.05628256317131987,0.03816278609149409,0.038548550241585475
F_11,thal,0.7,70%,"Hellinger
 distance(+)",0.1516919068701225,0.07508870295609722,0.11699825866726316
F_11,thal,0.7,70%,"Wasserstein
 distance(+)",0.015687208205053284,0.0077652930958817335,0.018223651021267016
F_11,thal,0.7,70%,"Contingency
 coefficient(-)",0.4312405859323814,0.2134675272255265,0.2414274393994074
F_11,thal,0.7,70%,"Total variation
 distance(+)",0.25337356891459273,0.12542193611847446,0.2004219064080585
F_11,thal,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0630911735018373,0.03123063374954611,0.04370769570100304
F_2,cp,0.1,10%,"Hellinger
 distance(+)",0.08771102344456302,5.12196454312791,0.06682237538047019
F_2,cp,0.1,10%,"Wasserstein
 distance(+)",0.00512194636504675,0.2991006904639937,0.004754330552542043
F_2,cp,0.1,10%,"Contingency
 coefficient(-)",0.6604066077425703,38.565041155206174,0.05959191236688203
F_2,cp,0.1,10%,"Total variation
 distance(+)",0.09586015433841519,5.597840412048766,0.10636289515861203
F_2,cp,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0329061320977949,1.9215833453695301,0.02482140246852578
F_2,cp,0.3,30%,"Hellinger
 distance(+)",0.16917560450401878,9.879162433664742,0.0426280463116924
F_2,cp,0.3,30%,"Wasserstein
 distance(+)",0.013123370397310388,0.7663510836108579,0.008646521751886984
F_2,cp,0.3,30%,"Contingency
 coefficient(-)",0.600830954415075,35.086066996730246,0.07927032699259394
F_2,cp,0.3,30%,"Total variation
 distance(+)",0.20171317456828625,11.77922326574535,0.12124360090951349
F_2,cp,0.3,30%,"Jensen–Shannon
 divergence(+)",0.06285524568828456,3.6704889205684363,0.01356430238203462
F_2,cp,0.5,50%,"Hellinger
 distance(+)",0.19800551187497148,11.562710949422428,0.044541790829182845
F_2,cp,0.5,50%,"Wasserstein
 distance(+)",0.01796995010033249,1.049371488794163,0.012269687464610313
F_2,cp,0.5,50%,"Contingency
 coefficient(-)",0.5684353244173563,33.19429488321158,0.08749716059873923
F_2,cp,0.5,50%,"Total variation
 distance(+)",0.25322262099486487,14.787163976867406,0.13019109435805407
F_2,cp,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0722330161937589,4.218112310836922,0.012758757512211363
F_2,cp,0.7,70%,"Hellinger
 distance(+)",0.23347210326379594,13.633814630865391,0.05844689222234075
F_2,cp,0.7,70%,"Wasserstein
 distance(+)",0.02576957561756486,1.5048376751417611,0.013289601573755222
F_2,cp,0.7,70%,"Contingency
 coefficient(-)",0.49986351656575484,29.18998214484672,0.16248808064902853
F_2,cp,0.7,70%,"Total variation
 distance(+)",0.3304497978894768,19.296914818733665,0.1480133193147824
F_2,cp,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0832058313763419,4.858879777642368,0.01720732773558191
F_5,fbs,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Contingency
 coefficient(-)",0.7071067811865476,6.999882565437299,6.409875621278546e-17
F_5,fbs,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Contingency
 coefficient(-)",0.7071067811865476,2.3332941884791,6.409875621278546e-17
F_5,fbs,0.3,30%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Contingency
 coefficient(-)",0.7071067811865476,1.39997651308746,6.409875621278546e-17
F_5,fbs,0.5,50%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Contingency
 coefficient(-)",0.7071067811865476,0.9999832236339,6.409875621278546e-17
F_5,fbs,0.7,70%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Contingency
 coefficient(-)",0.6481812160876687,4.272926452421504,0.2041241452319315
F_6,restecg,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Contingency
 coefficient(-)",0.6481812160876687,1.3727559108288048,0.2041241452319315
F_6,restecg,0.3,30%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Contingency
 coefficient(-)",0.6481812160876687,0.8256788430911649,0.2041241452319315
F_6,restecg,0.5,50%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.7,70%,"Hellinger
 distance(+)",0.008232701596614,0.007877047700891092,0.028518914897777723
F_6,restecg,0.7,70%,"Wasserstein
 distance(+)",0.0003042084416323417,0.00029106659310198374,0.0010538089539971342
F_6,restecg,0.7,70%,"Contingency
 coefficient(-)",0.6467952965456647,0.6188536464989377,0.20374379837826306
F_6,restecg,0.7,70%,"Total variation
 distance(+)",0.003787878787878783,0.003624241878217278,0.013121597027036934
F_6,restecg,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0026269154955804665,0.002513432367499847,0.009099902211070689
F_8,exang,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Contingency
 coefficient(-)",0.7071067811865476,6.999882565437299,1.0467283057891834e-16
F_8,exang,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_8,exang,0.3,30%,"Hellinger
 distance(+)",0.04360908365129298,0.14390022010214126,0.05752505603623387
F_8,exang,0.3,30%,"Wasserstein
 distance(+)",0.0028473401165134502,0.009395585395654002,0.003890301282852563
F_8,exang,0.3,30%,"Contingency
 coefficient(-)",0.6892009853411949,2.2742090679603186,0.02563339575793957
F_8,exang,0.3,30%,"Total variation
 distance(+)",0.045057437402638616,0.14867946346508268,0.06356091847708752
F_8,exang,0.3,30%,"Jensen–Shannon
 divergence(+)",0.01730506093653231,0.05710282971227105,0.022696365080627813
F_8,exang,0.5,50%,"Hellinger
 distance(+)",0.050841190674022804,0.1006587332136693,0.06869524315732685
F_8,exang,0.5,50%,"Wasserstein
 distance(+)",0.0028473401165134502,0.005637351237392401,0.003890301282852563
F_8,exang,0.5,50%,"Contingency
 coefficient(-)",0.6794625625512909,1.3452446708230255,0.046327561684862566
F_8,exang,0.5,50%,"Total variation
 distance(+)",0.053933794963206695,0.10678167459158372,0.07811513314725005
F_8,exang,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0204751237891392,0.04053799676373197,0.02810761490717717
F_8,exang,0.7,70%,"Hellinger
 distance(+)",0.07059967450589641,0.09984134218235591,0.07994180001974885
F_8,exang,0.7,70%,"Wasserstein
 distance(+)",0.00451739356390975,0.00638845206784936,0.005969839199472106
F_8,exang,0.7,70%,"Contingency
 coefficient(-)",0.6700483794546953,0.9475756085289316,0.04980860596354475
F_8,exang,0.7,70%,"Total variation
 distance(+)",0.07597589347589344,0.10744433641125871,0.09152027847749057
F_8,exang,0.7,70%,"Jensen–Shannon
 divergence(+)",0.02673152060697915,0.03780344477017665,0.030370612947302623
F_9,oldpeak,0.1,10%,"Hellinger
 distance(+)",0.009879241915936799,0.5769072668316693,0.031240906010166
F_9,oldpeak,0.1,10%,"Wasserstein
 distance(+)",0.0006540481495095299,0.03819373323586378,0.0020682818518684546
F_9,oldpeak,0.1,10%,"Contingency
 coefficient(-)",0.7040964231065259,41.11634743806379,0.00951958810556015
F_9,oldpeak,0.1,10%,"Total variation
 distance(+)",0.008012820512820509,0.4679159009363798,0.025338763302631233
F_9,oldpeak,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00418103512598388,0.24415532766411055,0.01322159397527811
F_9,oldpeak,0.3,30%,"Hellinger
 distance(+)",0.06072043258995961,3.545824578888095,0.06766734591429506
F_9,oldpeak,0.3,30%,"Wasserstein
 distance(+)",0.00436764564662593,0.2550526177944364,0.005433404923122916
F_9,oldpeak,0.3,30%,"Contingency
 coefficient(-)",0.683515270980733,39.91449244532551,0.027681474369566923
F_9,oldpeak,0.3,30%,"Total variation
 distance(+)",0.059755799755799734,3.4894939720878373,0.06927378274737916
F_9,oldpeak,0.3,30%,"Jensen–Shannon
 divergence(+)",0.02338365822545879,1.3655098711180922,0.025731704545183195
F_9,oldpeak,0.5,50%,"Hellinger
 distance(+)",0.12466022940223309,7.2796468432498775,0.0664973798322839
F_9,oldpeak,0.5,50%,"Wasserstein
 distance(+)",0.0098222759674685,0.5735806887487593,0.008020446627019309
F_9,oldpeak,0.5,50%,"Contingency
 coefficient(-)",0.6434406251384082,37.57429725637609,0.04867218046779469
F_9,oldpeak,0.5,50%,"Total variation
 distance(+)",0.13737999990205868,8.022429345816487,0.08975581546037471
F_9,oldpeak,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0499257483501578,2.915459229594547,0.024728864358041357
F_9,oldpeak,0.7,70%,"Hellinger
 distance(+)",0.14532608296013674,8.486448052723368,0.07624648069500325
F_9,oldpeak,0.7,70%,"Wasserstein
 distance(+)",0.014192061758846571,0.828758282231623,0.012645161702806567
F_9,oldpeak,0.7,70%,"Contingency
 coefficient(-)",0.6058711260516711,35.38039237796629,0.08294942784985598
F_9,oldpeak,0.7,70%,"Total variation
 distance(+)",0.19604621685504034,11.448296144674913,0.13264958970844354
F_9,oldpeak,0.7,70%,"Jensen–Shannon
 divergence(+)",0.05897236318725896,3.4437444850989882,0.029802015733847904
