ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Type,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,age,age,0.0,0.0,0.1,CDI,64.706,64.706,0.009090909090909092,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,35.294,0.0,0.0,0.618,0.618,0.765,0.765,0.471,0.471
F_0,F_0,age,age,1.0,1.0,0.1,CDI,80.769,80.769,0.009090909090909092,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,19.231,0.0,0.0,0.385,0.385,0.727,0.727,0.133,0.133
F_0,F_1,age,sex,1.0,0.0,0.1,NDI,100.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,0.0,0.0
F_0,F_1,age,sex,1.0,0.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,9.091,0.0,0.0,0,0,0,0,0,0
F_0,F_1,age,sex,1.0,1.0,0.1,NDI,76.19,76.19,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,23.81,0.0,0.0,0.429,0.429,0.7,0.7,0.182,0.182
F_0,F_1,age,sex,1.0,1.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,4.348,0.0,0.0,0,0,0,0,0,0
F_0,F_2,age,cp,0.0,<=3.0,0.1,NDI,50.0,55.556,0,0,0.098792419159368,0.008720641993460523,0.6666666666666667,0.10555555555555554,0.009265379983579406,0.047941541981222344,5.556,44.444,0.05555555555555555,1.0,0.444,0.5,0.4,0.6,0.462,0.462
F_0,F_2,age,cp,0.0,<=3.0,0.1,NII,0,0,0,0,0.098792419159368,0.011212253991592102,0.5619514869490164,0.28846153846153844,0.01197650626194592,0.05456778524264033,7.143,7.143,0.07142857142857142,1.0,0,0,0,0,0,0
F_0,F_2,age,cp,0.0,4.0,0.1,NDI,81.25,81.25,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.812,0.812,0.917,0.917,0.5,0.5
F_0,F_2,age,cp,0.0,4.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,8.333,0.0,0.0,0,0,0,0,0,0
