ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,age,age,0.0,0.0,0.1,64.706,64.706,nan,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,35.294,0.0,0.0,0.618,0.618,0.765,0.765,0.471,0.471
F_0,F_0,age,age,1.0,1.0,0.1,76.923,76.923,nan,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,23.077,0.0,0.0,0.423,0.423,0.727,0.727,0.2,0.2
F_0,F_1,age,sex,1.0,0.0,0.1,100.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,0.0,0.0
F_0,F_1,age,sex,1.0,1.0,0.1,71.429,71.429,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.476,0.476,0.7,0.7,0.273,0.273
F_0,F_2,age,cp,0.0,<=3.0,0.1,50.0,55.556,0,0,0.098792419159368,0.008720641993460523,0.6666666666666667,0.10555555555555554,0.009265379983579406,0.047941541981222344,5.556,44.444,0.05555555555555555,1.0,0.444,0.5,0.4,0.6,0.462,0.462
F_0,F_2,age,cp,0.0,4.0,0.1,81.25,81.25,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.812,0.812,0.917,0.917,0.5,0.5
F_0,F_2,age,cp,1.0,<=3.0,0.1,71.429,64.286,0,0,0.098792419159368,0.011212253991592092,0.6158817620514396,0.20833333333333337,0.011871619073855717,0.054349209955699904,7.143,35.714,0.07142857142857142,1.0,0.143,0.214,0.0,0.0,0.167,0.25
F_0,F_2,age,cp,1.0,4.0,0.1,83.333,83.333,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.75,0.75,0.889,0.889,0.333,0.333
F_0,F_3,age,trestbps,0.0,>=132.0,0.1,57.895,63.158,0,0,0.098792419159368,0.00826166083590997,0.6646185307460535,0.10989010989010985,0.00881542888374205,0.046823332650016126,5.263,36.842,0.05263157894736842,1.0,0.684,0.632,0.857,0.857,0.583,0.5
F_0,F_3,age,trestbps,0.0,<=130.0,0.1,73.333,73.333,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,26.667,0.0,0.0,0.533,0.533,0.7,0.7,0.2,0.2
F_0,F_3,age,trestbps,1.0,>=132.0,0.1,62.5,62.5,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.5,0.5,0.667,0.667,0.4,0.4
F_0,F_3,age,trestbps,1.0,<=130.0,0.1,83.333,83.333,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.389,0.389,0.75,0.75,0.1,0.1
F_0,F_4,age,chol,0.0,<=243.0,0.1,55.556,55.556,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,44.444,0.0,0.0,0.722,0.722,0.857,0.857,0.636,0.636
F_0,F_4,age,chol,0.0,>=244.0,0.1,75.0,75.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.5,0.5,0.7,0.7,0.167,0.167
F_0,F_4,age,chol,1.0,<=243.0,0.1,77.778,77.778,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,22.222,0.0,0.0,0.333,0.333,0.625,0.625,0.1,0.1
F_0,F_4,age,chol,1.0,>=244.0,0.1,75.0,75.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.625,0.625,1.0,1.0,0.4,0.4
F_0,F_5,age,fbs,1.0,0.0,0.1,78.261,78.261,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.739,0.0,0.0,0.391,0.391,0.7,0.7,0.154,0.154
F_0,F_5,age,fbs,1.0,1.0,0.1,66.667,66.667,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.667,0.667,1.0,1.0,0.5,0.5
F_0,F_6,age,restecg,1.0,0.0,0.1,70.588,70.588,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,29.412,0.0,0.0,0.294,0.294,0.5,0.5,0.231,0.231
F_0,F_6,age,restecg,1.0,2.0,0.1,88.889,88.889,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,11.111,0.0,0.0,0.667,0.667,0.857,0.857,0.0,0.0
F_0,F_7,age,thalach,0.0,<=153.0,0.1,77.778,83.333,0,0,0.098792419159368,0.008720641993460523,0.652862549237373,0.13571428571428573,0.009326470826676368,0.048179725058729,5.556,16.667,0.05555555555555555,1.0,0.778,0.722,1.0,1.0,0.5,0.375
F_0,F_7,age,thalach,0.0,>=154.0,0.1,50.0,56.25,0,0,0.098792419159368,0.009810722242643084,0.6614378277661477,0.11805555555555555,0.010347198102297549,0.05067034797541025,6.25,43.75,0.0625,1.0,0.438,0.5,0.429,0.571,0.444,0.444
F_0,F_7,age,thalach,1.0,<=153.0,0.1,100.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,1.0,0.0,0.0
F_0,F_7,age,thalach,1.0,>=154.0,0.1,62.5,62.5,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
F_0,F_8,age,exang,1.0,0.0,0.1,68.421,68.421,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,31.579,0.0,0.0,0.316,0.316,0.5,0.5,0.231,0.231
F_0,F_8,age,exang,1.0,1.0,0.1,100.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.714,1.0,1.0,0.0,0.0
F_0,F_9,age,oldpeak,0.0,>=0.9,0.1,68.182,68.182,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,31.818,0.0,0.0,0.727,0.727,0.846,0.846,0.556,0.556
F_0,F_9,age,oldpeak,0.0,<=0.8,0.1,58.333,58.333,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,41.667,0.0,0.0,0.417,0.417,0.5,0.5,0.375,0.375
F_0,F_9,age,oldpeak,1.0,>=0.9,0.1,80.0,73.333,0,0,0.098792419159368,0.01046477039215262,0.6575959492214292,0.12698412698412698,0.01098568912978681,0.0522342504843159,6.667,26.667,0.06666666666666667,1.0,0.6,0.533,0.875,0.75,0.286,0.286
F_0,F_9,age,oldpeak,1.0,<=0.8,0.1,72.727,72.727,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,27.273,0.0,0.0,0.182,0.182,0.333,0.333,0.125,0.125
F_0,F_10,age,ca,0.0,<=1.0,0.1,58.333,58.333,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,41.667,0.0,0.0,0.458,0.458,0.556,0.556,0.4,0.4
F_0,F_10,age,ca,0.0,>=2.0,0.1,80.0,80.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
F_0,F_10,age,ca,1.0,<=1.0,0.1,76.923,76.923,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,23.077,0.0,0.0,0.423,0.423,0.727,0.727,0.2,0.2
F_0,F_11,age,thal,1.0,3.0,0.1,84.615,84.615,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,15.385,0.0,0.0,0.231,0.231,1.0,1.0,0.167,0.167
F_0,F_11,age,thal,1.0,7.0,0.1,69.231,61.538,0,0,0.098792419159368,0.012074735067868415,0.6493741194318972,0.14583333333333331,0.012539368600518953,0.0558174967644394,7.692,38.462,0.07692307692307693,1.0,0.615,0.538,0.7,0.6,0.333,0.333
F_1,F_1,sex,sex,0.0,0.0,0.1,75.0,75.0,nan,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.375,0.375,0.75,0.75,0.25,0.25
F_1,F_1,sex,sex,1.0,1.0,0.1,68.182,68.182,nan,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,31.818,0.0,0.0,0.591,0.591,0.75,0.75,0.4,0.4
F_1,F_0,sex,age,1.0,0.0,0.1,65.217,65.217,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,34.783,0.0,0.0,0.696,0.696,0.786,0.786,0.556,0.556
F_1,F_0,sex,age,1.0,1.0,0.1,71.429,71.429,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.476,0.476,0.7,0.7,0.273,0.273
F_1,F_2,sex,cp,0.0,<=3.0,0.1,72.727,72.727,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,27.273,0.0,0.0,0.273,0.273,0,0,0.273,0.273
F_1,F_2,sex,cp,0.0,4.0,0.1,80.0,80.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.6,0.6,0.75,0.75,0.0,0.0
F_1,F_2,sex,cp,1.0,<=3.0,0.1,52.381,57.143,0,0,0.17111348938666637,0.007474835994394725,0.5698028822981898,0.1964285714285714,0.024951752752091456,0.07855875518467523,14.286,42.857,0.14285714285714285,1.0,0.333,0.381,0.286,0.429,0.357,0.357
F_1,F_2,sex,cp,1.0,4.0,0.1,82.609,82.609,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,17.391,0.0,0.0,0.826,0.826,0.941,0.941,0.5,0.5
F_1,F_3,sex,trestbps,0.0,>=132.0,0.1,62.5,62.5,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.625,0.625,1.0,1.0,0.5,0.5
F_1,F_3,sex,trestbps,0.0,<=130.0,0.1,87.5,87.5,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.125,0.125,0.5,0.5,0.0,0.0
F_1,F_3,sex,trestbps,1.0,>=132.0,0.1,57.895,63.158,0,0,0.098792419159368,0.00826166083590996,0.6671481883377277,0.10416666666666666,0.008803329741353318,0.04677108096671799,5.263,36.842,0.05263157894736842,1.0,0.632,0.579,0.75,0.75,0.545,0.455
F_1,F_3,sex,trestbps,1.0,<=130.0,0.1,76.0,68.0,0,0,0.13971357903482584,0.012557724470583145,0.6459245645169083,0.15340909090909088,0.013066427349293329,0.056849003779344556,8.0,32.0,0.08,1.0,0.56,0.64,0.75,0.75,0.222,0.444
F_1,F_4,sex,chol,0.0,<=243.0,0.1,66.667,66.667,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.5,0.5,1.0,1.0,0.4,0.4
F_1,F_4,sex,chol,0.0,>=244.0,0.1,80.0,80.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.3,0.3,0.667,0.667,0.143,0.143
F_1,F_4,sex,chol,1.0,<=243.0,0.1,66.667,66.667,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.533,0.533,0.714,0.714,0.375,0.375
F_1,F_4,sex,chol,1.0,>=244.0,0.1,71.429,71.429,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.714,0.714,0.8,0.8,0.5,0.5
F_1,F_5,sex,fbs,1.0,0.0,0.1,69.444,69.444,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.556,0.0,0.0,0.556,0.556,0.714,0.714,0.333,0.333
F_1,F_5,sex,fbs,1.0,1.0,0.1,62.5,62.5,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.75,0.75,1.0,1.0,0.6,0.6
F_1,F_6,sex,restecg,1.0,0.0,0.1,58.333,58.333,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,41.667,0.0,0.0,0.458,0.458,0.571,0.571,0.412,0.412
F_1,F_6,sex,restecg,1.0,2.0,0.1,80.0,80.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.75,0.75,0.824,0.824,0.333,0.333
F_1,F_7,sex,thalach,0.0,<=153.0,0.1,66.667,66.667,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.667,0.667,1.0,1.0,0.5,0.5
F_1,F_7,sex,thalach,0.0,>=154.0,0.1,80.0,80.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.2,0.2,0.5,0.5,0.125,0.125
F_1,F_7,sex,thalach,1.0,<=153.0,0.1,90.909,95.455,0,0,0.098792419159368,0.007135070721922239,0.6629935441317959,0.1127450980392157,0.00771061594870587,0.04380936938703263,4.545,4.545,0.045454545454545456,1.0,0.773,0.727,1.0,1.0,0.286,0.143
F_1,F_7,sex,thalach,1.0,>=154.0,0.1,45.455,50.0,0,0,0.098792419159368,0.007135070721922245,0.6736330697086078,0.08846153846153841,0.007657626321128178,0.04360124731573771,4.545,50.0,0.045454545454545456,1.0,0.409,0.455,0.333,0.444,0.462,0.462
F_1,F_8,sex,exang,1.0,0.0,0.1,48.148,48.148,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,51.852,0.0,0.0,0.481,0.481,0.455,0.455,0.5,0.5
F_1,F_8,sex,exang,1.0,1.0,0.1,100.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,0.765,1.0,1.0,0.0,0.0
F_1,F_9,sex,oldpeak,0.0,>=0.9,0.1,77.778,77.778,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,22.222,0.0,0.0,0.556,0.556,1.0,1.0,0.333,0.333
F_1,F_9,sex,oldpeak,0.0,<=0.8,0.1,71.429,71.429,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.143,0.143,0.0,0.0,0.167,0.167
F_1,F_9,sex,oldpeak,1.0,>=0.9,0.1,71.429,71.429,0,0,0.13971357903482584,0.011212253991592095,0.6469966392206304,0.14999999999999997,0.011742164876743871,0.05404859718162937,7.143,28.571,0.07142857142857142,1.0,0.714,0.643,0.833,0.778,0.5,0.4
F_1,F_9,sex,oldpeak,1.0,<=0.8,0.1,62.5,56.25,0,0,0.098792419159368,0.009810722242643084,0.6599120175960898,0.1214285714285714,0.010345692780716257,0.050701404852641206,6.25,43.75,0.0625,1.0,0.375,0.438,0.5,0.5,0.3,0.4
F_1,F_10,sex,ca,0.0,<=1.0,0.1,83.333,83.333,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.167,0.167,0.5,0.5,0.1,0.1
F_1,F_10,sex,ca,0.0,>=2.0,0.1,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
F_1,F_10,sex,ca,1.0,<=1.0,0.1,63.158,60.526,0,0,0.098792419159368,0.004130830417954987,0.6881406865291606,0.051587301587301626,0.004535024768514669,0.03348645900740819,2.632,39.474,0.02631578947368421,1.0,0.526,0.553,0.667,0.667,0.4,0.45
F_1,F_10,sex,ca,1.0,>=2.0,0.1,100.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_1,F_11,sex,thal,1.0,3.0,0.1,64.706,64.706,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,35.294,0.0,0.0,0.353,0.353,0.5,0.5,0.308,0.308
F_1,F_11,sex,thal,1.0,6.0,0.1,75.0,75.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.75,0.75,1.0,1.0,0.5,0.5
F_1,F_11,sex,thal,1.0,7.0,0.1,69.565,69.565,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.435,0.0,0.0,0.739,0.739,0.778,0.778,0.6,0.6
F_2,F_2,cp,cp,<=3.0,<=3.0,0.1,59.375,62.5,nan,0.01694915254237288,0.17111348938666637,0.004905361121321542,0.6197014323193518,0.13636363636363633,0.01648852048426446,0.0638611482818488,9.375,37.5,0.09375,1.0,0.312,0.344,0.286,0.429,0.32,0.32
F_2,F_2,cp,cp,4.0,4.0,0.1,82.143,82.143,nan,0.01694915254237288,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,17.857,0.0,0.0,0.786,0.786,0.905,0.905,0.429,0.429
F_2,F_0,cp,age,4.0,0.0,0.1,81.25,81.25,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.812,0.812,0.917,0.917,0.5,0.5
F_2,F_0,cp,age,4.0,1.0,0.1,83.333,83.333,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.75,0.75,0.889,0.889,0.333,0.333
