ID,Feature,Category,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,age,0.0,0.1,64.706,64.706,0.009090909090909092,0.1,0.24199101739560827,0.0,0.622966893767072,0.11538461538461539,0.017108456286292012,0.06506235751041317,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,35.294,0.618,0.618,0.765,0.765,0.471,0.471
F_0,age,1.0,0.1,84.615,84.615,0.009090909090909092,0.1,0.24199101739560827,0.0,0.622966893767072,0.11538461538461539,0.017108456286292012,0.06506235751041317,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,15.385,0.346,0.346,0.727,0.727,0.067,0.067
F_1,sex,0.0,0.1,75.0,75.0,0.009090909090909092,0.1,0.24199101739560827,0.01569715558822893,0.6211173818453778,0.13636363636363621,0.0161634174837407,0.06552785058758864,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.375,0.375,0.75,0.75,0.25,0.25
F_1,sex,1.0,0.1,72.727,72.727,0.009090909090909092,0.1,0.24199101739560827,0.01569715558822893,0.6211173818453778,0.13636363636363621,0.0161634174837407,0.06552785058758864,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,27.273,0.545,0.545,0.75,0.75,0.3,0.3
F_2,cp,<=3.0,0.1,65.625,68.75,8.202786072232691e-05,0.016949152542372888,0.4106683124567761,0.0057542191447008525,0.8338924436736783,0.04012080574104346,1.5011629550441774,0.3083991563907149,0.17111348938666637,0.004905361121321542,0.6063143639589726,0.15277777777777782,0.016581973714268585,0.0640058248494498,9.375,31.25,0.25,0.281,0.286,0.429,0.24,0.24
F_2,cp,4.0,0.1,82.143,82.143,8.202786072232691e-05,0.016949152542372888,0.4106683124567761,0.0057542191447008525,0.8338924436736783,0.04012080574104346,1.5011629550441774,0.3083991563907149,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,17.857,0.786,0.786,0.905,0.905,0.429,0.429
F_3,trestbps,>=132.0,0.1,62.963,62.963,0.0012742206499300824,0.016949152542372878,0.0,0.0,0.9628121827594793,0.016071714517173194,nan,nan,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,37.037,0.593,0.593,0.8,0.8,0.471,0.471
F_3,trestbps,<=130.0,0.1,81.818,81.818,0.0012742206499300824,0.016949152542372878,0.0,0.0,0.9628121827594793,0.016071714517173194,nan,nan,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,18.182,0.424,0.424,0.722,0.722,0.067,0.067
F_4,chol,<=243.0,0.1,69.444,69.444,0.00461783870824937,0.01694915254237288,0.0,0.0,0.989743318610787,0.012823924753142096,nan,nan,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.556,0.5,0.5,0.733,0.733,0.333,0.333
F_4,chol,>=244.0,0.1,79.167,79.167,0.00461783870824937,0.01694915254237288,0.0,0.0,0.989743318610787,0.012823924753142096,nan,nan,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,20.833,0.5,0.5,0.769,0.769,0.182,0.182
F_5,fbs,0.0,0.1,72.0,72.0,0.009090909090909092,0.1,0.24199101739560827,0.010464770392152625,0.5761512019156774,0.35714285714285715,0.015448289933398227,0.060570547370255905,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,28.0,0.5,0.5,0.72,0.72,0.28,0.28
F_5,fbs,1.0,0.1,80.0,80.0,0.009090909090909092,0.1,0.24199101739560827,0.010464770392152625,0.5761512019156774,0.35714285714285715,0.015448289933398227,0.060570547370255905,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,20.0,0.5,0.5,1.0,1.0,0.286,0.286
F_6,restecg,0.0,0.1,66.667,66.667,0.009090909090909092,0.15,0.5832304744979878,0.008882184531569996,0.6691604915801905,0.09154437456324245,0.14426033863138304,0.17678815471018838,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,33.333,0.394,0.394,0.625,0.625,0.32,0.32
F_6,restecg,2.0,0.1,81.481,81.481,0.009090909090909092,0.15,0.5832304744979878,0.008882184531569996,0.6691604915801905,0.09154437456324245,0.14426033863138304,0.17678815471018838,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,18.519,0.63,0.63,0.8,0.8,0.143,0.143
F_7,thalach,<=153.0,0.1,85.714,89.286,0.004270533543708494,0.01694915254237288,0.0,0.0,0.9858372076565177,0.016434841726916886,nan,nan,0.098792419159368,0.005606126995796045,0.674199862463242,0.08630952380952382,0.006110662623475403,0.03899946762749609,3.571,10.714,0.75,0.714,1.0,1.0,0.364,0.273
F_7,thalach,>=154.0,0.1,62.5,65.625,0.004270533543708494,0.01694915254237288,0.0,0.0,0.9858372076565177,0.016434841726916886,nan,nan,0.098792419159368,0.004905361121321542,0.6801594095724226,0.0717391304347826,0.005361039360318875,0.03652432554136457,3.125,34.375,0.281,0.312,0.364,0.455,0.238,0.238
F_8,exang,0.0,0.1,60.976,60.976,0.009090909090909092,0.1,0.24199101739560827,0.00523238519607631,0.6137868106173305,0.19047619047619047,0.01649620411064255,0.06325643715031908,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,39.024,0.39,0.39,0.5,0.5,0.333,0.333
F_8,exang,1.0,0.1,100.0,100.0,0.009090909090909092,0.1,0.24199101739560827,0.00523238519607631,0.6137868106173305,0.19047619047619047,0.01649620411064255,0.06325643715031908,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.737,0.737,1.0,1.0,0.0,0.0
F_9,oldpeak,>=0.9,0.1,75.676,78.378,0.009450629036973258,0.016949152542372885,0.8118702853858454,0.01116328281854225,0.9764845874874734,0.10067969413763804,0.5146801379198799,0.2511885479420207,0.098792419159368,0.004242474483305122,0.6861968680577634,0.056547619047619097,0.004643127480112741,0.033972373387593284,2.703,21.622,0.649,0.622,0.857,0.857,0.375,0.312
F_9,oldpeak,<=0.8,0.1,69.565,65.217,0.009450629036973258,0.016949152542372885,0.8118702853858454,0.01116328281854225,0.9764845874874734,0.10067969413763804,0.5146801379198799,0.2511885479420207,0.098792419159368,0.00682485025575171,0.6682152556676454,0.10084033613445378,0.007373178798173653,0.04283585178591009,4.348,34.783,0.261,0.304,0.429,0.429,0.188,0.25
F_10,ca,<=1.0,0.1,72.0,72.0,0.009119337037076932,0.016949152542372885,0.7231091319411823,0.03091471679612316,0.8175431436104537,0.24072948328267474,0.2786840151101923,0.19065482694674002,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,28.0,0.4,0.4,0.65,0.65,0.233,0.233
F_10,ca,>=2.0,0.1,80.0,80.0,0.009119337037076932,0.016949152542372885,0.7231091319411823,0.03091471679612316,0.8175431436104537,0.24072948328267474,0.2786840151101923,0.19065482694674002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0
F_11,thal,3.0,0.1,70.968,70.968,0.009090909090909092,0.26666666666666666,0.09408999835023314,0.0001477284823183805,0.7297552067406868,0.04197027105800061,0.7184673553012118,0.2495747081172897,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,29.032,0.29,0.29,0.5,0.5,0.24,0.24
F_11,thal,6.0,0.1,75.0,100.0,0.009090909090909092,0.26666666666666666,0.09408999835023314,0.0001477284823183805,0.7297552067406868,0.04197027105800061,0.7184673553012118,0.2495747081172897,0.098792419159368,0.039242888970572334,0.5,0.4166666666666667,0.03331961939160101,0.09117547428307024,25.0,0.0,0.75,0.5,1.0,1.0,0.5,0.0
F_11,thal,7.0,0.1,76.0,76.0,0.009090909090909092,0.26666666666666666,0.09408999835023314,0.0001477284823183805,0.7297552067406868,0.04197027105800061,0.7184673553012118,0.2495747081172897,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,24.0,0.72,0.72,0.8,0.8,0.4,0.4
F_0,age,0.0,0.3,64.706,64.706,0.02727272727272727,0.3,0.41914073710447747,0.0,0.362649746980485,0.34615384615384603,0.051325368858876036,0.11269130886824615,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,35.294,0.618,0.618,0.765,0.765,0.471,0.471
F_0,age,1.0,0.3,84.615,76.923,0.02727272727272727,0.3,0.41914073710447747,0.0,0.362649746980485,0.34615384615384603,0.051325368858876036,0.11269130886824615,0.13971357903482584,0.012074735067868415,0.6474987709525735,0.1497326203208556,0.012545661601885208,0.05584870840080962,7.692,23.077,0.346,0.423,0.727,0.727,0.067,0.2
F_1,sex,0.0,0.3,75.0,75.0,0.02727272727272727,0.3,0.41914073710447747,0.02616192598038155,0.3595803029496207,0.3181818181818184,0.05130570878692776,0.1131630770148363,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.375,0.375,0.75,0.75,0.25,0.25
F_1,sex,1.0,0.3,72.727,72.727,0.02727272727272727,0.3,0.41914073710447747,0.02616192598038155,0.3595803029496207,0.3181818181818184,0.05130570878692776,0.1131630770148363,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,27.273,0.545,0.545,0.75,0.75,0.3,0.3
