ID,Feature,Category,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,age,0.0,0.1,64.706,64.706,0.009090909090909092,0.1,0.24199101739560827,0.0,0.622966893767072,0.11538461538461539,0.017108456286292012,0.06506235751041317,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,35.294,0.618,0.618,0.765,0.765,0.471,0.471
F_0,age,1.0,0.1,80.769,80.769,0.009090909090909092,0.1,0.24199101739560827,0.0,0.622966893767072,0.11538461538461539,0.017108456286292012,0.06506235751041317,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,19.231,0.385,0.385,0.727,0.727,0.133,0.133
F_1,sex,0.0,0.1,75.0,75.0,0.009090909090909092,0.1,0.24199101739560827,0.01569715558822893,0.6211173818453778,0.13636363636363621,0.0161634174837407,0.06552785058758864,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.375,0.375,0.75,0.75,0.25,0.25
F_1,sex,1.0,0.1,70.455,70.455,0.009090909090909092,0.1,0.24199101739560827,0.01569715558822893,0.6211173818453778,0.13636363636363621,0.0161634174837407,0.06552785058758864,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,29.545,0.568,0.568,0.75,0.75,0.35,0.35
F_2,cp,<=3.0,0.1,62.5,65.625,0.00011923924157345528,0.01694915254237288,0.6295604867733239,0.004102248541325872,0.826869889285653,0.0418753359929831,1.8612771635395873,0.4465812304672054,0.17111348938666637,0.004905361121321542,0.6139899776691163,0.14347826086956517,0.016531257450938017,0.063927764052023,9.375,34.375,0.281,0.312,0.286,0.429,0.28,0.28
F_2,cp,4.0,0.1,82.143,82.143,0.00011923924157345528,0.01694915254237288,0.6295604867733239,0.004102248541325872,0.826869889285653,0.0418753359929831,1.8612771635395873,0.4465812304672054,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,17.857,0.786,0.786,0.905,0.905,0.429,0.429
F_3,trestbps,>=132.0,0.1,62.963,62.963,0.0010496730866364759,0.01694915254237288,0.0,0.0,0.9619631668251951,0.015122648738356191,nan,nan,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,37.037,0.593,0.593,0.8,0.8,0.471,0.471
F_3,trestbps,<=130.0,0.1,78.788,78.788,0.0010496730866364759,0.01694915254237288,0.0,0.0,0.9619631668251951,0.015122648738356191,nan,nan,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.212,0.455,0.455,0.722,0.722,0.133,0.133
F_4,chol,<=243.0,0.1,68.571,71.429,0.007740929044364964,0.016949152542372878,0.0,0.0,0.9897956513705651,0.021449405776698377,nan,nan,0.098792419159368,0.00448490159663684,0.6865554812287477,0.05572755417956657,0.004909582426068507,0.03485082031570123,2.857,28.571,0.486,0.457,0.714,0.714,0.333,0.286
F_4,chol,>=244.0,0.1,75.0,75.0,0.007740929044364964,0.016949152542372878,0.0,0.0,0.9897956513705651,0.021449405776698377,nan,nan,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.542,0.542,0.769,0.769,0.273,0.273
F_5,fbs,0.0,0.1,70.0,70.0,0.009090909090909092,0.1,0.24199101739560827,0.010464770392152625,0.5761512019156774,0.35714285714285715,0.015448289933398227,0.060570547370255905,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.52,0.52,0.72,0.72,0.32,0.32
F_5,fbs,1.0,0.1,80.0,80.0,0.009090909090909092,0.1,0.24199101739560827,0.010464770392152625,0.5761512019156774,0.35714285714285715,0.015448289933398227,0.060570547370255905,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,20.0,0.5,0.5,1.0,1.0,0.286,0.286
F_6,restecg,0.0,0.1,63.636,63.636,0.009090909090909092,0.15,0.5623484328738687,0.009398987900297763,0.6581216836542965,0.10893246187363836,0.11570443204190395,0.16899882611868175,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,36.364,0.424,0.424,0.625,0.625,0.36,0.36
F_6,restecg,2.0,0.1,81.481,81.481,0.009090909090909092,0.15,0.5623484328738687,0.009398987900297763,0.6581216836542965,0.10893246187363836,0.11570443204190395,0.16899882611868175,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,18.519,0.63,0.63,0.8,0.8,0.143,0.143
F_7,thalach,<=153.0,0.1,85.714,89.286,0.0044979656097767625,0.01694915254237288,0.0,0.0,0.9863939238321437,0.016335314284863865,nan,nan,0.098792419159368,0.005606126995796045,0.674199862463242,0.08630952380952382,0.006110662623475403,0.03899946762749609,3.571,10.714,0.75,0.714,1.0,1.0,0.364,0.273
F_7,thalach,>=154.0,0.1,59.375,62.5,0.0044979656097767625,0.01694915254237288,0.0,0.0,0.9863939238321437,0.016335314284863865,nan,nan,0.098792419159368,0.004905361121321542,0.6816170258374599,0.06818181818181818,0.005352617692770621,0.03648792781294149,3.125,37.5,0.312,0.344,0.364,0.455,0.286,0.286
F_8,exang,0.0,0.1,58.537,58.537,0.009090909090909092,0.1,0.24199101739560827,0.00523238519607631,0.6137868106173305,0.19047619047619047,0.01649620411064255,0.06325643715031908,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,41.463,0.415,0.415,0.5,0.5,0.37,0.37
F_8,exang,1.0,0.1,100.0,100.0,0.009090909090909092,0.1,0.24199101739560827,0.00523238519607631,0.6137868106173305,0.19047619047619047,0.01649620411064255,0.06325643715031908,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.737,0.737,1.0,1.0,0.0,0.0
F_9,oldpeak,>=0.9,0.1,72.973,70.27,0.007344769927046911,0.01694915254237288,0.6908700104910265,0.017476824374398188,0.9751410993626107,0.10781792464960765,0.16100153027735056,0.21821552876116657,0.098792419159368,0.004242474483305113,0.6854345735730478,0.05846153846153841,0.004647184407416136,0.03399574752124011,2.703,29.73,0.676,0.649,0.857,0.81,0.438,0.438
F_9,oldpeak,<=0.8,0.1,69.565,69.565,0.007344769927046911,0.01694915254237288,0.6908700104910265,0.017476824374398188,0.9751410993626107,0.10781792464960765,0.16100153027735056,0.21821552876116657,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.435,0.261,0.261,0.429,0.429,0.188,0.188
F_10,ca,<=1.0,0.1,70.0,70.0,0.008385419135105602,0.01694915254237288,0.8121538371746783,0.03256668739949816,0.8170914783333716,0.2693877551020407,0.3953022128252202,0.21076419420943432,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.42,0.42,0.65,0.65,0.267,0.267
