ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Type,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,Age,Age,<=0.44642857142857145,<=0.44642857142857145,0.1,CDI,65.0,57.5,0.011584253103325445,0.019230769230769225,0.17111348938666637,0.011772866691171696,0.6519202405202649,0.14021739130434785,0.012276124491557138,0.05515165996019722,7.5,42.5,0.075,1.0,0.5,0.425,0.625,0.5,0.312,0.312
F_0,F_0,Age,Age,>=0.46428571428571425,>=0.46428571428571425,0.1,CDI,69.231,69.231,0.011584253103325445,0.019230769230769225,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,30.769,0.0,0.0,0.231,0.231,0.4,0.4,0.125,0.125
F_0,F_1,Age,Sex,>=0.46428571428571425,0.0,0.1,NDI,100.0,100.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
F_0,F_1,Age,Sex,>=0.46428571428571425,0.0,0.1,NII,0,0,0,0,0,0,0.7071067811865476,0,0,0,0.0,7.143,0,0,0,0,0,0,0,0
F_0,F_1,Age,Sex,>=0.46428571428571425,1.0,0.1,NDI,66.667,66.667,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.25,0.25,0.4,0.4,0.143,0.143
F_0,F_1,Age,Sex,>=0.46428571428571425,1.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0
F_0,F_2,Age,Job,<=0.44642857142857145,>=0.6666666666666666,0.1,NDI,63.636,60.606,0,0,0.098792419159368,0.004756713814614829,0.6852833426171311,0.05902777777777778,0.005198259297953334,0.035860773374190344,3.03,39.394,0.030303030303030304,1.0,0.485,0.455,0.6,0.55,0.308,0.308
F_0,F_2,Age,Job,<=0.44642857142857145,>=0.6666666666666666,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0,0,0,0
F_0,F_2,Age,Job,<=0.44642857142857145,<=0.3333333333333333,0.1,NDI,66.667,66.667,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.5,0.5,0.667,0.667,0.333,0.333
F_0,F_2,Age,Job,<=0.44642857142857145,<=0.3333333333333333,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
F_0,F_2,Age,Job,>=0.46428571428571425,>=0.6666666666666666,0.1,NDI,60.0,60.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.2,0.2,0.25,0.25,0.167,0.167
F_0,F_2,Age,Job,>=0.46428571428571425,>=0.6666666666666666,0.1,NII,0,0,0,0,0.098792419159368,0.004756713814614829,0.6852833426171311,0.05902777777777778,0.005198259297953334,0.035860773374190344,3.03,3.03,0.030303030303030304,1.0,0,0,0,0,0,0
F_0,F_2,Age,Job,>=0.46428571428571425,<=0.3333333333333333,0.1,NDI,100.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,1.0,1.0,0.0,0.0
F_0,F_2,Age,Job,>=0.46428571428571425,<=0.3333333333333333,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0,0,0,0,0,0
F_0,F_3,Age,Housing,>=0.46428571428571425,0.5,0.1,NDI,66.667,66.667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F_0,F_3,Age,Housing,>=0.46428571428571425,0.5,0.1,NII,0,0,0,0,0.13971357903482584,0.0,0.653887226662286,0.06787330316742082,0.011790671592911646,0.05400522008395157,3.333,3.333,0.06666666666666667,1.0,0,0,0,0,0,0
F_0,F_3,Age,Housing,>=0.46428571428571425,0.0,0.1,NDI,75.0,75.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.125,0.125,0.333,0.333,0.0,0.0
F_0,F_3,Age,Housing,>=0.46428571428571425,0.0,0.1,NII,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
F_0,F_3,Age,Housing,>=0.46428571428571425,1.0,0.1,NDI,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
F_0,F_3,Age,Housing,>=0.46428571428571425,1.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0,0,0,0,0,0
F_0,F_4,Age,Saving,<=0.44642857142857145,<=0.3333333333333333,0.1,NDI,61.29,61.29,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,38.71,0.0,0.0,0.419,0.419,0.529,0.529,0.286,0.286
F_0,F_4,Age,Saving,<=0.44642857142857145,<=0.3333333333333333,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,7.692,0.0,0.0,0,0,0,0,0,0
F_0,F_4,Age,Saving,<=0.44642857142857145,>=0.6666666666666666,0.1,NDI,66.667,50.0,0,0,0.098792419159368,0.026161925980381563,0.5345224838248488,0.35,0.024752207618455722,0.07848168799320525,16.667,50.0,0.16666666666666666,1.0,0.833,0.667,0.8,0.6,1.0,1.0
F_0,F_4,Age,Saving,>=0.46428571428571425,<=0.3333333333333333,0.1,NDI,69.231,69.231,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,30.769,0.0,0.0,0.231,0.231,0.4,0.4,0.125,0.125
F_0,F_4,Age,Saving,>=0.46428571428571425,<=0.3333333333333333,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0,0,0,0,0,0
F_0,F_4,Age,Saving,>=0.46428571428571425,>=0.6666666666666666,0.1,NII,0,0,0,0,0,0,0.5345224838248488,0,0,0,16.667,16.667,0,0,0,0,0,0,0,0
F_0,F_5,Age,Checking,>=0.46428571428571425,0.5,0.1,NDI,60.0,60.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.2,0.2,0.0,0.0,0.25,0.25
F_0,F_5,Age,Checking,>=0.46428571428571425,0.5,0.1,NII,0,0,0,0,0.098792419159368,0.007135070721922245,0.6736330697086078,0.0884615384615384,0.007690769071320873,0.043601247315739056,4.545,4.545,0.045454545454545456,1.0,0,0,0,0,0,0
F_0,F_5,Age,Checking,>=0.46428571428571425,0.0,0.1,NDI,75.0,75.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0
F_0,F_5,Age,Checking,>=0.46428571428571425,0.0,0.1,NII,0,0,0,0,0.098792419159368,0.012074735067868415,0.6493741194318972,0.14583333333333331,0.012588769353266704,0.0558174967644394,7.692,7.692,0.07692307692307693,1.0,0,0,0,0,0,0
F_0,F_5,Age,Checking,>=0.46428571428571425,1.0,0.1,NII,0,0,0,0,0,0,0.7071067811865476,0,0,0,0.0,20.0,0,0,0,0,0,0,0,0
F_0,F_6,Age,Credit,<=0.44642857142857145,>=0.11477848798765704,0.1,NDI,84.211,73.684,0,0,0.13971357903482584,0.0,0.6193614077277846,0.10555555555555556,0.018600087487005323,0.06783797193699753,10.526,26.316,0.10526315789473684,1.0,0.526,0.526,0.889,0.778,0.2,0.3
F_0,F_6,Age,Credit,<=0.44642857142857145,>=0.11477848798765704,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0,0,0,0,0,0
F_0,F_6,Age,Credit,<=0.44642857142857145,<=0.1144478730438616,0.1,NDI,38.889,33.333,0,0,0.098792419159368,0.008720641993460523,0.6666666666666667,0.10555555555555554,0.009265379983579358,0.047941541981223745,5.556,66.667,0.05555555555555555,1.0,0.444,0.5,0.385,0.385,0.6,0.8
F_0,F_6,Age,Credit,<=0.44642857142857145,<=0.1144478730438616,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0,0,0,0,0,0
F_0,F_6,Age,Credit,>=0.46428571428571425,>=0.11477848798765704,0.1,NDI,57.143,57.143,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,42.857,0.0,0.0,0.143,0.143,0.0,0.0,0.2,0.2
F_0,F_6,Age,Credit,>=0.46428571428571425,>=0.11477848798765704,0.1,NII,0,0,0,0,0.13971357903482584,0.0,0.6193614077277846,0.10555555555555556,0.018600087487005323,0.06783797193699753,5.263,5.263,0.10526315789473684,1.0,0,0,0,0,0,0
F_0,F_6,Age,Credit,>=0.46428571428571425,<=0.1144478730438616,0.1,NDI,83.333,83.333,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.333,0.333,0.667,0.667,0.0,0.0
F_0,F_6,Age,Credit,>=0.46428571428571425,<=0.1144478730438616,0.1,NII,0,0,0,0,0.098792419159368,0.008720641993460523,0.6666666666666667,0.10555555555555554,0.009265379983579358,0.047941541981223745,5.556,5.556,0.05555555555555555,1.0,0,0,0,0,0,0
F_0,F_7,Age,Purpose,<=0.44642857142857145,>=0.5714285714285714,0.1,NDI,61.905,57.143,0,0,0.098792419159368,0.007474835994394725,0.6695340634119862,0.09821428571428573,0.008084794725925394,0.044635738968916955,4.762,42.857,0.047619047619047616,1.0,0.619,0.667,0.727,0.727,0.5,0.6
F_0,F_7,Age,Purpose,<=0.44642857142857145,>=0.5714285714285714,0.1,NII,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0,0,0,0,0,0
F_0,F_7,Age,Purpose,<=0.44642857142857145,<=0.42857142857142855,0.1,NDI,60.0,60.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.333,0.333,0.455,0.455,0.0,0.0
