ID,Features,Swap,Swap_ratio,Distance_measure,Value,Normalized,Std
F_0,age,0.1,10%,"Hellinger
 distance(+)",0.5980761027638553,5841.648511442351,0.12699834503857965
F_0,age,0.1,10%,"Wasserstein
 distance(+)",0.0017376387073918102,16.972212267889056,0.000972384704374196
F_0,age,0.1,10%,"Contingency
 coefficient(-)",0.6874430939899232,6714.53165934831,0.0053361640597555
F_0,age,0.1,10%,"Total variation
 distance(+)",0.034253121052215244,334.5639337238882,0.006473720640741048
F_0,age,0.1,10%,"Jensen–Shannon
 divergence(+)",0.01815413414005702,177.3186893535884,0.0035231349236443995
F_0,age,0.3,30%,"Hellinger
 distance(+)",1.0301653196604554,10062.036717942785,0.2327636841624834
F_0,age,0.3,30%,"Wasserstein
 distance(+)",0.0052681234719721,51.45586907071484,0.002872788442289671
F_0,age,0.3,30%,"Contingency
 coefficient(-)",0.6494689778419863,6343.623278217886,0.009945788076185973
F_0,age,0.3,30%,"Total variation
 distance(+)",0.09588852048417733,936.5815326213974,0.018253047692864687
F_0,age,0.3,30%,"Jensen–Shannon
 divergence(+)",0.031536269197017894,308.02735498018035,0.005227101182876375
F_0,age,0.5,50%,"Hellinger
 distance(+)",1.334522650485113,13034.816503562199,0.28584946961032065
F_0,age,0.5,50%,"Wasserstein
 distance(+)",0.00909358029751495,88.82063597453957,0.004655952757778814
F_0,age,0.5,50%,"Contingency
 coefficient(-)",0.6006126577733131,5866.424058779413,0.022019814907546852
F_0,age,0.5,50%,"Total variation
 distance(+)",0.15198833512588067,1484.5308607745296,0.024214853083289994
F_0,age,0.5,50%,"Jensen–Shannon
 divergence(+)",0.04131176924956641,403.50857395328154,0.004456247047081455
F_0,age,0.7,70%,"Hellinger
 distance(+)",1.5695862188384175,15330.776395321303,0.3599828039432449
F_0,age,0.7,70%,"Wasserstein
 distance(+)",0.01322888273497681,129.21178890060983,0.0055448312105169885
F_0,age,0.7,70%,"Contingency
 coefficient(-)",0.5515048661479528,5386.768616064332,0.027120811718276194
F_0,age,0.7,70%,"Total variation
 distance(+)",0.20110674394350186,1964.2900058530386,0.025807399149663214
F_0,age,0.7,70%,"Jensen–Shannon
 divergence(+)",0.04937011777079806,482.2176871015849,0.003971317820724493
F_1,race,0.1,10%,"Hellinger
 distance(+)",0.47254879912152487,4.7247141020766446,0.2422865991944737
F_1,race,0.1,10%,"Wasserstein
 distance(+)",0.0009439861784718499,0.009438315826603972,0.00022102441461654425
F_1,race,0.1,10%,"Contingency
 coefficient(-)",0.6926910122137508,6.925775707973813,0.005411412924179268
F_1,race,0.1,10%,"Total variation
 distance(+)",0.02348059279107845,0.23476747394420416,0.005126793782908891
F_1,race,0.1,10%,"Jensen–Shannon
 divergence(+)",0.015052475485889241,0.150500103548151,0.0023808456502249667
F_1,race,0.3,30%,"Hellinger
 distance(+)",0.8095508473845623,2.6980608931088006,0.4120172610056295
F_1,race,0.3,30%,"Wasserstein
 distance(+)",0.00271062967696991,0.009033952531530779,0.00038925395376756655
F_1,race,0.3,30%,"Contingency
 coefficient(-)",0.6658474483899773,2.219128010403879,0.009645448314390105
F_1,race,0.3,30%,"Total variation
 distance(+)",0.06550143742659884,0.21830236770682868,0.008166215049276107
F_1,race,0.3,30%,"Jensen–Shannon
 divergence(+)",0.025603452977885188,0.0853308664074155,0.0028688441702065244
F_1,race,0.5,50%,"Hellinger
 distance(+)",1.0480080463796655,2.0959302731146137,0.5384377803314719
F_1,race,0.5,50%,"Wasserstein
 distance(+)",0.00455083533591785,0.009101298011460578,0.0006262529749808302
F_1,race,0.5,50%,"Contingency
 coefficient(-)",0.6361849752095252,1.2723178542841633,0.010771269278046487
F_1,race,0.5,50%,"Total variation
 distance(+)",0.10374411027101187,0.20747972510850515,0.008879093576205388
F_1,race,0.5,50%,"Jensen–Shannon
 divergence(+)",0.03284173924838183,0.06568078914108177,0.0033865714352527346
F_1,race,0.7,70%,"Hellinger
 distance(+)",1.246566808422219,1.7806743133647978,0.6327612627021156
F_1,race,0.7,70%,"Wasserstein
 distance(+)",0.00633817241736888,0.009053843517276875,0.0008130701352961523
F_1,race,0.7,70%,"Contingency
 coefficient(-)",0.6012338425699403,0.8588401781248844,0.01577856705305894
F_1,race,0.7,70%,"Total variation
 distance(+)",0.1373128294842986,0.1961462688611185,0.008898451456837198
F_1,race,0.7,70%,"Jensen–Shannon
 divergence(+)",0.03898109482680559,0.05568304385770207,0.0037447648501705757
F_2,sex,0.1,10%,"Hellinger
 distance(+)",0.5788892914371246,5.787944872315209,0.14729972134835168
F_2,sex,0.1,10%,"Wasserstein
 distance(+)",0.00166154646006529,0.01661274350018429,0.0003433464515567432
F_2,sex,0.1,10%,"Contingency
 coefficient(-)",0.6854467415228451,6.85334486494509,0.010194065423647163
F_2,sex,0.1,10%,"Total variation
 distance(+)",0.04236255398811641,0.4235561630877496,0.013016697640360671
F_2,sex,0.1,10%,"Jensen–Shannon
 divergence(+)",0.01759456107130977,0.17591679625047096,0.0018241130057998194
F_2,sex,0.3,30%,"Hellinger
 distance(+)",0.9950975482921403,3.316448606717459,0.23707097864518714
F_2,sex,0.3,30%,"Wasserstein
 distance(+)",0.00492719461273307,0.01642129230091022,0.0007550125378569204
F_2,sex,0.3,30%,"Contingency
 coefficient(-)",0.6442301204914727,2.147082051580049,0.02068578661192304
F_2,sex,0.3,30%,"Total variation
 distance(+)",0.10846079149525341,0.3614767632130715,0.02225348492256246
F_2,sex,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0297526892912,0.0991593890621558,0.0019386077790105362
F_2,sex,0.5,50%,"Hellinger
 distance(+)",1.2882845281728021,2.5764635608573925,0.2932606766396497
F_2,sex,0.5,50%,"Wasserstein
 distance(+)",0.00828699908236445,0.01657331955608703,0.0012566099395991822
F_2,sex,0.5,50%,"Contingency
 coefficient(-)",0.5986966640517998,1.1973443018244792,0.032407166251749664
F_2,sex,0.5,50%,"Total variation
 distance(+)",0.15939849750452895,0.31878394212986333,0.02291468626093409
F_2,sex,0.5,50%,"Jensen–Shannon
 divergence(+)",0.03783632931487948,0.07566956027536137,0.0016261455345140299
