ID,Features,Swap,Swap_ratio,Distance_measure,Value,Normalized,Std
F_0,age,0.1,10%,"Hellinger
 distance(+)",0.009879241915936799,0.09779786460407233,0.031240906010166
F_0,age,0.1,10%,"Wasserstein
 distance(+)",0.0005063598576848,0.005012622752248859,0.0016012504659626827
F_0,age,0.1,10%,"Contingency
 coefficient(-)",0.7047902159560258,6.976950124396899,0.007325622476801813
F_0,age,0.1,10%,"Total variation
 distance(+)",0.00624999999999999,0.06187080536912742,0.01976423537605234
F_0,age,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0036960604961055,0.03658851833393029,0.011687969537465278
F_0,age,0.3,30%,"Hellinger
 distance(+)",0.039516967663747196,0.1303971528054298,0.05101618588476997
F_0,age,0.3,30%,"Wasserstein
 distance(+)",0.0021323903573704298,0.0070364111344997406,0.002776139399869172
F_0,age,0.3,30%,"Contingency
 coefficient(-)",0.6964170144323564,2.29802034963697,0.014107213367791149
F_0,age,0.3,30%,"Total variation
 distance(+)",0.02850378787878786,0.09405612331367359,0.03750199381285182
F_0,age,0.3,30%,"Jensen–Shannon
 divergence(+)",0.015159851501290539,0.050024118488598536,0.019611157008917187
F_0,age,0.5,50%,"Hellinger
 distance(+)",0.07155179945825814,0.14166295865896744,0.06380776571781355
F_0,age,0.5,50%,"Wasserstein
 distance(+)",0.0047280165186118495,0.009360838073761715,0.0045155486008143595
F_0,age,0.5,50%,"Contingency
 coefficient(-)",0.6836858384550673,1.353606190229831,0.023327951143743357
F_0,age,0.5,50%,"Total variation
 distance(+)",0.06048688948650246,0.11975592213770621,0.058912846906503336
F_0,age,0.5,50%,"Jensen–Shannon
 divergence(+)",0.027088705548371173,0.053632000917916076,0.023942283794379474
F_0,age,0.7,70%,"Hellinger
 distance(+)",0.084571032409379,0.11959949453867116,0.06310200532918508
F_0,age,0.7,70%,"Wasserstein
 distance(+)",0.005658623824627169,0.00800236830424264,0.00508867501955639
F_0,age,0.7,70%,"Contingency
 coefficient(-)",0.6791864186769009,0.960498530727161,0.02566961755879386
F_0,age,0.7,70%,"Total variation
 distance(+)",0.07157011625547093,0.10121373104201306,0.06348439772099464
F_0,age,0.7,70%,"Jensen–Shannon
 divergence(+)",0.03153504845656803,0.04459654503685316,0.02332557031932925
F_1,sex,0.1,10%,"Hellinger
 distance(+)",0.009879241915936799,0.09779786460407233,0.031240906010166
F_1,sex,0.1,10%,"Wasserstein
 distance(+)",0.00043603209967302,0.004316425147769829,0.0013788545679123034
F_1,sex,0.1,10%,"Contingency
 coefficient(-)",0.7050763850422374,6.979783006290605,0.0064206763684442935
F_1,sex,0.1,10%,"Total variation
 distance(+)",0.0055059523809523805,0.05450523330137423,0.01741135021223661
F_1,sex,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00343886440447944,0.03404244964165889,0.010874644082633571
F_1,sex,0.3,30%,"Hellinger
 distance(+)",0.03372984173535618,0.11130093190078383,0.05544040453848647
F_1,sex,0.3,30%,"Wasserstein
 distance(+)",0.0019113027610173298,0.006306871526846894,0.00331368716924422
F_1,sex,0.3,30%,"Contingency
 coefficient(-)",0.698139171934962,2.303703084125434,0.015572646000805546
F_1,sex,0.3,30%,"Total variation
 distance(+)",0.02371568627450979,0.07825645918322581,0.04093032457150794
F_1,sex,0.3,30%,"Jensen–Shannon
 divergence(+)",0.01218255612593048,0.04019970981151557,0.020028242711393692
F_1,sex,0.5,50%,"Hellinger
 distance(+)",0.03686983277054023,0.07299731991482797,0.06254408643466823
F_1,sex,0.5,50%,"Wasserstein
 distance(+)",0.0023473348606903497,0.004647407945662102,0.004413586005276572
F_1,sex,0.5,50%,"Contingency
 coefficient(-)",0.6960611798946025,1.3781077051604544,0.020804302681810178
F_1,sex,0.5,50%,"Total variation
 distance(+)",0.028547619047619033,0.056520453819111506,0.05288721795603593
F_1,sex,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0131759672313815,0.02608664653192981,0.02213502953583297
F_1,sex,0.7,70%,"Hellinger
 distance(+)",0.045941256309619316,0.0649696577724722,0.079563773410475
F_1,sex,0.7,70%,"Wasserstein
 distance(+)",0.0030298198862655197,0.004284740491123339,0.005561326180009013
F_1,sex,0.7,70%,"Contingency
 coefficient(-)",0.6873338075368787,0.9720204852510989,0.039577086586867406
F_1,sex,0.7,70%,"Total variation
 distance(+)",0.04136868686868685,0.058503176540089276,0.07734829527806855
F_1,sex,0.7,70%,"Jensen–Shannon
 divergence(+)",0.01662400443563762,0.023509498123265093,0.028817106951706507
F_10,ca,0.1,10%,"Hellinger
 distance(+)",0.06336756748316659,3.700406415143288,0.055941545380657154
F_10,ca,0.1,10%,"Wasserstein
 distance(+)",0.0041020531399412405,0.23954310315493113,0.005117666296554627
F_10,ca,0.1,10%,"Contingency
 coefficient(-)",0.6083029742632038,35.5224023537319,0.21852291771771906
F_10,ca,0.1,10%,"Total variation
 distance(+)",0.06448843453380657,3.7658604603188857,0.09439337405653557
F_10,ca,0.1,10%,"Jensen–Shannon
 divergence(+)",0.02433564196629353,1.4211018226733223,0.023336506161631815
F_10,ca,0.3,30%,"Hellinger
 distance(+)",0.1162259685806351,6.787120554316287,0.08811231848895891
F_10,ca,0.3,30%,"Wasserstein
 distance(+)",0.00922900517455475,0.5389361042205877,0.011267879017166126
F_10,ca,0.3,30%,"Contingency
 coefficient(-)",0.5795891488608443,33.845632549519024,0.2105507875052143
F_10,ca,0.3,30%,"Total variation
 distance(+)",0.1206898859467509,7.047795046242026,0.1193329133649153
F_10,ca,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0423393802892168,2.472446405284988,0.03257909587013149
F_10,ca,0.5,50%,"Hellinger
 distance(+)",0.12369361700478414,7.223200638060964,0.12020224232526029
F_10,ca,0.5,50%,"Wasserstein
 distance(+)",0.00961305148078238,0.5613628356183856,0.011143884266445648
F_10,ca,0.5,50%,"Contingency
 coefficient(-)",0.5741948331306131,33.53062660363419,0.21016873582268317
F_10,ca,0.5,50%,"Total variation
 distance(+)",0.12784888384888385,7.465851203598665,0.13204002383140864
F_10,ca,0.5,50%,"Jensen–Shannon
 divergence(+)",0.04107236355809199,2.3984578173343207,0.03671736667928932
F_10,ca,0.7,70%,"Hellinger
 distance(+)",0.1584849768575407,9.254873563250952,0.136830239790097
F_10,ca,0.7,70%,"Wasserstein
 distance(+)",0.01584080366530039,0.925038057041947,0.016565431350924576
F_10,ca,0.7,70%,"Contingency
 coefficient(-)",0.5412850454598461,31.60882978777472,0.20596905193504356
F_10,ca,0.7,70%,"Total variation
 distance(+)",0.18987284579093472,11.087796557962124,0.16732123022117432
F_10,ca,0.7,70%,"Jensen–Shannon
 divergence(+)",0.05311976983743814,3.101977003135048,0.03883273296291034
F_11,thal,0.1,10%,"Hellinger
 distance(+)",0.04706644967059761,0.1767238352078018,0.062456109435414645
F_11,thal,0.1,10%,"Wasserstein
 distance(+)",0.006330121397014,0.023768169012971532,0.013591835489775918
F_11,thal,0.1,10%,"Contingency
 coefficient(-)",0.5346632097166705,2.0075389927842737,0.2824813350998334
F_11,thal,0.1,10%,"Total variation
 distance(+)",0.09181192968330648,0.3447329561719399,0.14291466470505088
F_11,thal,0.1,10%,"Jensen–Shannon
 divergence(+)",0.022105269769240207,0.08300027045302326,0.03146138713358523
F_11,thal,0.3,30%,"Hellinger
 distance(+)",0.10972708824966396,0.12879961947205068,0.08952164704877834
F_11,thal,0.3,30%,"Wasserstein
 distance(+)",0.014231098384971592,0.016704717913256662,0.01983337531162957
F_11,thal,0.3,30%,"Contingency
 coefficient(-)",0.44311743899291606,0.5201391783390553,0.2586766315848144
F_11,thal,0.3,30%,"Total variation
 distance(+)",0.2063691281068283,0.24223977501763122,0.20508685332098855
F_11,thal,0.3,30%,"Jensen–Shannon
 divergence(+)",0.047544680507590524,0.055808796669829054,0.03837835716558149
F_11,thal,0.5,50%,"Hellinger
 distance(+)",0.1605080146153834,0.1057428019016744,0.10021210761069031
F_11,thal,0.5,50%,"Wasserstein
 distance(+)",0.020833197995018152,0.013724926657677498,0.023343427213680178
F_11,thal,0.5,50%,"Contingency
 coefficient(-)",0.37882911031096655,0.2495729055162135,0.2275515730213621
F_11,thal,0.5,50%,"Total variation
 distance(+)",0.2983761014319748,0.19657040217910277,0.19883541456751494
F_11,thal,0.5,50%,"Jensen–Shannon
 divergence(+)",0.07056248867374526,0.04648662111606399,0.03853266776799622
F_11,thal,0.7,70%,"Hellinger
 distance(+)",0.16179531915819115,0.07751250877226176,0.11438365998307787
F_11,thal,0.7,70%,"Wasserstein
 distance(+)",0.020521078981162014,0.009831188706938982,0.01871937974967759
F_11,thal,0.7,70%,"Contingency
 coefficient(-)",0.3880763538065382,0.18591867759366984,0.23459199830836108
F_11,thal,0.7,70%,"Total variation
 distance(+)",0.29091171589794107,0.13936927871470678,0.19024723790665923
F_11,thal,0.7,70%,"Jensen–Shannon
 divergence(+)",0.06942468075739702,0.03325980754089556,0.039471129227307604
F_2,cp,0.1,10%,"Hellinger
 distance(+)",0.07373966554108045,4.30609446214297,0.06930130517650081
F_2,cp,0.1,10%,"Wasserstein
 distance(+)",0.00407430528018164,0.23792274178808212,0.004549004786296132
F_2,cp,0.1,10%,"Contingency
 coefficient(-)",0.6662163105974563,38.904304007926655,0.060568355544001744
F_2,cp,0.1,10%,"Total variation
 distance(+)",0.08168188092101134,4.769887312486375,0.10722571322882522
F_2,cp,0.1,10%,"Jensen–Shannon
 divergence(+)",0.027710365467957222,1.6181718537773018,0.02572167303682895
F_2,cp,0.3,30%,"Hellinger
 distance(+)",0.16469023136999988,9.617235012766914,0.0489552396625584
F_2,cp,0.3,30%,"Wasserstein
 distance(+)",0.014624173414335681,0.8539918331716184,0.009196531095559788
F_2,cp,0.3,30%,"Contingency
 coefficient(-)",0.6056448283146041,35.36717751693824,0.08682226618345038
F_2,cp,0.3,30%,"Total variation
 distance(+)",0.20489095534332105,11.964792648205574,0.1289529603063314
F_2,cp,0.3,30%,"Jensen–Shannon
 divergence(+)",0.06055367427089425,3.536086576023903,0.015105455986146488
F_2,cp,0.5,50%,"Hellinger
 distance(+)",0.20262187770760773,11.832287807430642,0.056412311987173905
F_2,cp,0.5,50%,"Wasserstein
 distance(+)",0.02051955824787274,1.1982581625293638,0.013930521019675492
F_2,cp,0.5,50%,"Contingency
 coefficient(-)",0.560809164303288,32.74895836597025,0.10096146646940793
F_2,cp,0.5,50%,"Total variation
 distance(+)",0.2695057022665045,15.738029234743703,0.15167496085098867
F_2,cp,0.5,50%,"Jensen–Shannon
 divergence(+)",0.07298428168915722,4.261983138912913,0.016227689015510374
F_2,cp,0.7,70%,"Hellinger
 distance(+)",0.24028341619922636,14.031567410132336,0.05553298135605699
F_2,cp,0.7,70%,"Wasserstein
 distance(+)",0.028245222406262743,1.6494053084339826,0.016359081575668847
F_2,cp,0.7,70%,"Contingency
 coefficient(-)",0.5135054143966113,29.986613106914827,0.10329234164604564
F_2,cp,0.7,70%,"Total variation
 distance(+)",0.34224588046561055,19.985757729578882,0.14981462425297337
F_2,cp,0.7,70%,"Jensen–Shannon
 divergence(+)",0.08432910364759391,4.924474277850976,0.013639625140233055
F_5,fbs,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Contingency
 coefficient(-)",0.7071067811865476,6.999882565437299,3.700743415417188e-17
F_5,fbs,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Contingency
 coefficient(-)",0.7071067811865476,2.3332941884791,3.700743415417188e-17
F_5,fbs,0.3,30%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Contingency
 coefficient(-)",0.7071067811865476,1.39997651308746,3.700743415417188e-17
F_5,fbs,0.5,50%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Contingency
 coefficient(-)",0.7071067811865476,0.9999832236339,3.700743415417188e-17
F_5,fbs,0.7,70%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Contingency
 coefficient(-)",0.6481812160876687,5.187403553015105,0.2041241452319315
F_6,restecg,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Contingency
 coefficient(-)",0.6481812160876687,1.44221339091788,0.2041241452319315
F_6,restecg,0.3,30%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Contingency
 coefficient(-)",0.6481812160876687,0.8690423576380559,0.2041241452319315
F_6,restecg,0.5,50%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.7,70%,"Hellinger
 distance(+)",0.008232701596614,0.007622273741863099,0.028518914897777723
F_6,restecg,0.7,70%,"Wasserstein
 distance(+)",0.0003042084416323417,0.00028165238220962194,0.0010538089539971342
F_6,restecg,0.7,70%,"Contingency
 coefficient(-)",0.6467922572229075,0.5988347301083019,0.20374308781522463
F_6,restecg,0.7,70%,"Total variation
 distance(+)",0.0037957211870255337,0.0035142808950099098,0.013148763894587745
F_6,restecg,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0026270374401337004,0.002432251219582398,0.009100324639394504
F_8,exang,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Contingency
 coefficient(-)",0.7071067811865476,6.999882565437299,1.0467283057891834e-16
F_8,exang,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_8,exang,0.3,30%,"Hellinger
 distance(+)",0.03372984173535618,0.11130093190078383,0.05544040453848647
F_8,exang,0.3,30%,"Wasserstein
 distance(+)",0.0019752759171674,0.006517968630474083,0.0033700759596751767
F_8,exang,0.3,30%,"Contingency
 coefficient(-)",0.6953799294361087,2.294598201159419,0.02068139979929534
F_8,exang,0.3,30%,"Total variation
 distance(+)",0.02999074483594607,0.09896274861973256,0.05232392425536495
F_8,exang,0.3,30%,"Jensen–Shannon
 divergence(+)",0.01248012828596054,0.041181631368661736,0.020399604424963292
F_8,exang,0.5,50%,"Hellinger
 distance(+)",0.050841190674022804,0.1006587332136693,0.06869524315732685
F_8,exang,0.5,50%,"Wasserstein
 distance(+)",0.0023241015969058198,0.00460140920192763,0.0033231061509165633
F_8,exang,0.5,50%,"Contingency
 coefficient(-)",0.6830313509882499,1.3523103928961993,0.04465684219747944
F_8,exang,0.5,50%,"Total variation
 distance(+)",0.04577400930342105,0.09062639425845107,0.07055115637095445
F_8,exang,0.5,50%,"Jensen–Shannon
 divergence(+)",0.018759306845850428,0.0371409095270193,0.0267129759024063
F_8,exang,0.7,70%,"Hellinger
 distance(+)",0.06072043258995961,0.08587021866748842,0.0821446633787574
F_8,exang,0.7,70%,"Wasserstein
 distance(+)",0.0036453293645637,0.005155187739915109,0.005924388465214554
F_8,exang,0.7,70%,"Contingency
 coefficient(-)",0.6759950782103081,0.955985369472871,0.05090291298997084
F_8,exang,0.7,70%,"Total variation
 distance(+)",0.0611397111397111,0.0864631581314227,0.09150506689288389
F_8,exang,0.7,70%,"Jensen–Shannon
 divergence(+)",0.02190665102746077,0.03098016324592966,0.03040848688959908
F_9,oldpeak,0.1,10%,"Hellinger
 distance(+)",0.0296377257478104,1.730721800495008,0.047721272190195514
F_9,oldpeak,0.1,10%,"Wasserstein
 distance(+)",0.00168391444207057,0.09833370683900182,0.0027555274314110673
F_9,oldpeak,0.1,10%,"Contingency
 coefficient(-)",0.6993147950599259,40.83711994360193,0.012757612938897413
F_9,oldpeak,0.1,10%,"Total variation
 distance(+)",0.020877242597443817,1.2191454636254768,0.034131017572740965
F_9,oldpeak,0.1,10%,"Jensen–Shannon
 divergence(+)",0.01161886862611487,0.6784943419550374,0.018782759485053337
F_9,oldpeak,0.3,30%,"Hellinger
 distance(+)",0.06072043258995961,3.545824578888095,0.06766734591429505
F_9,oldpeak,0.3,30%,"Wasserstein
 distance(+)",0.0029922082946070897,0.17473270962705614,0.004384275522403915
F_9,oldpeak,0.3,30%,"Contingency
 coefficient(-)",0.6881987309209789,40.187987324429976,0.022694963367241243
F_9,oldpeak,0.3,30%,"Total variation
 distance(+)",0.04316343378843377,2.5205677546761227,0.05282541616387633
F_9,oldpeak,0.3,30%,"Jensen–Shannon
 divergence(+)",0.02253681806315767,1.3160578739270608,0.02446301049035851
F_9,oldpeak,0.5,50%,"Hellinger
 distance(+)",0.1246804075642756,7.280825165272224,0.08114916685406981
F_9,oldpeak,0.5,50%,"Wasserstein
 distance(+)",0.00975476611858124,0.569638390064592,0.008983227320592495
F_9,oldpeak,0.5,50%,"Contingency
 coefficient(-)",0.6341879452084954,37.033978643404055,0.05926974756154667
F_9,oldpeak,0.5,50%,"Total variation
 distance(+)",0.14792056231634235,8.637955021271756,0.11249267457092936
F_9,oldpeak,0.5,50%,"Jensen–Shannon
 divergence(+)",0.04829588810201948,2.8202820662988244,0.029967771448132695
F_9,oldpeak,0.7,70%,"Hellinger
 distance(+)",0.14563996691948006,8.504777590417444,0.1055189014265827
F_9,oldpeak,0.7,70%,"Wasserstein
 distance(+)",0.01497384464390033,0.8744112008775952,0.014947727317217701
F_9,oldpeak,0.7,70%,"Contingency
 coefficient(-)",0.5959142240050801,34.79895007756638,0.09903790108298643
F_9,oldpeak,0.7,70%,"Total variation
 distance(+)",0.20161588411588408,11.773541901784252,0.17504839671500794
F_9,oldpeak,0.7,70%,"Jensen–Shannon
 divergence(+)",0.05543272610306821,3.2370441761894186,0.03911884971832872
