ID,Features,Category,Feature_category,Swap,Swap_ratio,Distance_measure,Value
F_0,age,17-37,age (17-37),0.95,swat_0.95,cramers_v,0.9588765365522658
F_0,age,17-37,age (17-37),0.95,swat_0.95,JS_Divergence,0.02064544788727335
F_0,age,38-90,age (38-90),0.01,swat_0.01,Hellinger,0.0
F_0,age,38-90,age (38-90),0.01,swat_0.01,wasserstein,0.0
F_0,age,38-90,age (38-90),0.01,swat_0.01,cramers_v,1.0
F_0,age,38-90,age (38-90),0.01,swat_0.01,JS_Divergence,0.0
F_0,age,38-90,age (38-90),0.05,swat_0.05,Hellinger,0.0010056962491653098
F_0,age,38-90,age (38-90),0.05,swat_0.05,wasserstein,3.845678772174e-05
F_0,age,38-90,age (38-90),0.05,swat_0.05,cramers_v,1.0
F_0,age,38-90,age (38-90),0.05,swat_0.05,JS_Divergence,0.00035942194151214
F_0,age,38-90,age (38-90),0.1,swat_0.1,Hellinger,0.015574275904674912
F_0,age,38-90,age (38-90),0.1,swat_0.1,wasserstein,0.00039083614518002993
F_0,age,38-90,age (38-90),0.1,swat_0.1,cramers_v,0.9971997416060552
F_0,age,38-90,age (38-90),0.1,swat_0.1,JS_Divergence,0.004128028936983269
F_0,age,38-90,age (38-90),0.2,swat_0.2,Hellinger,0.0337177833272393
F_0,age,38-90,age (38-90),0.2,swat_0.2,wasserstein,0.00047050527759264
F_0,age,38-90,age (38-90),0.2,swat_0.2,cramers_v,0.9988812755854012
F_0,age,38-90,age (38-90),0.2,swat_0.2,JS_Divergence,0.00654433554987281
F_0,age,38-90,age (38-90),0.4,swat_0.4,Hellinger,0.09392647193157863
F_0,age,38-90,age (38-90),0.4,swat_0.4,wasserstein,0.0006705784865184601
F_0,age,38-90,age (38-90),0.4,swat_0.4,cramers_v,0.9859318425064701
F_0,age,38-90,age (38-90),0.4,swat_0.4,JS_Divergence,0.012742388667235899
F_0,age,38-90,age (38-90),0.6,swat_0.6,Hellinger,0.13235061039111298
F_0,age,38-90,age (38-90),0.6,swat_0.6,wasserstein,0.0007473265717049999
F_0,age,38-90,age (38-90),0.6,swat_0.6,cramers_v,0.9773141521401575
F_0,age,38-90,age (38-90),0.6,swat_0.6,JS_Divergence,0.014854339693779731
F_0,age,38-90,age (38-90),0.8,swat_0.8,Hellinger,0.20509862916994148
F_0,age,38-90,age (38-90),0.8,swat_0.8,wasserstein,0.00099914448099932
F_0,age,38-90,age (38-90),0.8,swat_0.8,cramers_v,0.9637597894793236
F_0,age,38-90,age (38-90),0.8,swat_0.8,JS_Divergence,0.01977077760499745
F_0,age,38-90,age (38-90),0.95,swat_0.95,Hellinger,0.22812859729412724
F_0,age,38-90,age (38-90),0.95,swat_0.95,wasserstein,0.00071705874949964
F_0,age,38-90,age (38-90),0.95,swat_0.95,cramers_v,0.9571302447459648
F_0,age,38-90,age (38-90),0.95,swat_0.95,JS_Divergence,0.02011187536378959
F_1,race,0,race (0),0.01,swat_0.01,Hellinger,0.0
F_1,race,0,race (0),0.01,swat_0.01,wasserstein,0.0
F_1,race,0,race (0),0.01,swat_0.01,cramers_v,0.6666666666666666
F_1,race,0,race (0),0.01,swat_0.01,JS_Divergence,0.0
F_1,race,0,race (0),0.05,swat_0.05,Hellinger,0.004269455511012181
F_1,race,0,race (0),0.05,swat_0.05,wasserstein,9.946783482456e-05
F_1,race,0,race (0),0.05,swat_0.05,cramers_v,1.0
F_1,race,0,race (0),0.05,swat_0.05,JS_Divergence,0.00035137613773721
F_1,race,0,race (0),0.1,swat_0.1,Hellinger,0.0
F_1,race,0,race (0),0.1,swat_0.1,wasserstein,0.0
F_1,race,0,race (0),0.1,swat_0.1,cramers_v,1.0
F_1,race,0,race (0),0.1,swat_0.1,JS_Divergence,0.0
F_1,race,0,race (0),0.2,swat_0.2,Hellinger,0.01615733462717395
F_1,race,0,race (0),0.2,swat_0.2,wasserstein,0.0002804317366762085
F_1,race,0,race (0),0.2,swat_0.2,cramers_v,1.0
F_1,race,0,race (0),0.2,swat_0.2,JS_Divergence,0.0023026414759457297
F_1,race,0,race (0),0.4,swat_0.4,Hellinger,0.0345965103500596
F_1,race,0,race (0),0.4,swat_0.4,wasserstein,0.00052781918281272
F_1,race,0,race (0),0.4,swat_0.4,cramers_v,0.9962570602520426
F_1,race,0,race (0),0.4,swat_0.4,JS_Divergence,0.00508701085001125
F_1,race,0,race (0),0.6,swat_0.6,Hellinger,0.02347990100563232
F_1,race,0,race (0),0.6,swat_0.6,wasserstein,0.0002986681096890773
F_1,race,0,race (0),0.6,swat_0.6,cramers_v,0.9923015395380593
F_1,race,0,race (0),0.6,swat_0.6,JS_Divergence,0.00319049889351524
F_1,race,0,race (0),0.8,swat_0.8,Hellinger,0.04500842640361888
F_1,race,0,race (0),0.8,swat_0.8,wasserstein,0.0006625241005421901
F_1,race,0,race (0),0.8,swat_0.8,cramers_v,0.9885979496970444
F_1,race,0,race (0),0.8,swat_0.8,JS_Divergence,0.00758367810362537
F_1,race,0,race (0),0.95,swat_0.95,Hellinger,0.07878449129761447
F_1,race,0,race (0),0.95,swat_0.95,wasserstein,0.00090511439630095
F_1,race,0,race (0),0.95,swat_0.95,cramers_v,0.9803693478281617
F_1,race,0,race (0),0.95,swat_0.95,JS_Divergence,0.01347649547461952
F_1,race,1,race (1),0.01,swat_0.01,Hellinger,0.0
F_1,race,1,race (1),0.01,swat_0.01,wasserstein,0.0
F_1,race,1,race (1),0.01,swat_0.01,cramers_v,1.0
F_1,race,1,race (1),0.01,swat_0.01,JS_Divergence,0.0
F_1,race,1,race (1),0.05,swat_0.05,Hellinger,0.0
F_1,race,1,race (1),0.05,swat_0.05,wasserstein,0.0
F_1,race,1,race (1),0.05,swat_0.05,cramers_v,1.0
F_1,race,1,race (1),0.05,swat_0.05,JS_Divergence,0.0
F_1,race,1,race (1),0.1,swat_0.1,Hellinger,0.00971998087439655
F_1,race,1,race (1),0.1,swat_0.1,wasserstein,0.0001345610731882131
F_1,race,1,race (1),0.1,swat_0.1,cramers_v,0.9984112339516538
F_1,race,1,race (1),0.1,swat_0.1,JS_Divergence,0.0019411351452068616
F_1,race,1,race (1),0.2,swat_0.2,Hellinger,0.03241103535585763
F_1,race,1,race (1),0.2,swat_0.2,wasserstein,0.0003376613173188631
F_1,race,1,race (1),0.2,swat_0.2,cramers_v,0.9975711981724776
F_1,race,1,race (1),0.2,swat_0.2,JS_Divergence,0.00606387857155093
F_1,race,1,race (1),0.4,swat_0.4,Hellinger,0.05151365077777896
F_1,race,1,race (1),0.4,swat_0.4,wasserstein,0.0005713394883655901
F_1,race,1,race (1),0.4,swat_0.4,cramers_v,0.9818065838887786
F_1,race,1,race (1),0.4,swat_0.4,JS_Divergence,0.008972469366475791
F_1,race,1,race (1),0.6,swat_0.6,Hellinger,0.0673660207818563
F_1,race,1,race (1),0.6,swat_0.6,wasserstein,0.00060631969411746
F_1,race,1,race (1),0.6,swat_0.6,cramers_v,0.9701356987527185
F_1,race,1,race (1),0.6,swat_0.6,JS_Divergence,0.01209274959459385
F_1,race,1,race (1),0.8,swat_0.8,Hellinger,0.08140418727089581
F_1,race,1,race (1),0.8,swat_0.8,wasserstein,0.00077433818915317
F_1,race,1,race (1),0.8,swat_0.8,cramers_v,0.956422886005319
F_1,race,1,race (1),0.8,swat_0.8,JS_Divergence,0.014702382621181908
F_1,race,1,race (1),0.95,swat_0.95,Hellinger,0.08365664961752119
F_1,race,1,race (1),0.95,swat_0.95,wasserstein,0.0008903921915944
F_1,race,1,race (1),0.95,swat_0.95,cramers_v,0.9465447755060348
F_1,race,1,race (1),0.95,swat_0.95,JS_Divergence,0.01476186851550595
F_2,sex,0,sex (0),0.01,swat_0.01,Hellinger,0.0
F_2,sex,0,sex (0),0.01,swat_0.01,wasserstein,0.0
F_2,sex,0,sex (0),0.01,swat_0.01,cramers_v,1.0
F_2,sex,0,sex (0),0.01,swat_0.01,JS_Divergence,0.0
F_2,sex,0,sex (0),0.05,swat_0.05,Hellinger,0.0
F_2,sex,0,sex (0),0.05,swat_0.05,wasserstein,0.0
F_2,sex,0,sex (0),0.05,swat_0.05,cramers_v,1.0
F_2,sex,0,sex (0),0.05,swat_0.05,JS_Divergence,0.0
F_2,sex,0,sex (0),0.1,swat_0.1,Hellinger,0.00893849622369098
F_2,sex,0,sex (0),0.1,swat_0.1,wasserstein,0.00014917507903967268
F_2,sex,0,sex (0),0.1,swat_0.1,cramers_v,0.9989852358843324
F_2,sex,0,sex (0),0.1,swat_0.1,JS_Divergence,0.0014636142299784799
F_2,sex,0,sex (0),0.2,swat_0.2,Hellinger,0.02153747821558857
F_2,sex,0,sex (0),0.2,swat_0.2,wasserstein,0.000365310208905146
F_2,sex,0,sex (0),0.2,swat_0.2,cramers_v,0.9998761732108814
F_2,sex,0,sex (0),0.2,swat_0.2,JS_Divergence,0.00414975346566287
F_2,sex,0,sex (0),0.4,swat_0.4,Hellinger,0.04347160120710761
F_2,sex,0,sex (0),0.4,swat_0.4,wasserstein,0.00047864588708951
F_2,sex,0,sex (0),0.4,swat_0.4,cramers_v,0.9928828493056445
F_2,sex,0,sex (0),0.4,swat_0.4,JS_Divergence,0.00835133477904363
F_2,sex,0,sex (0),0.6,swat_0.6,Hellinger,0.06368002606848326
F_2,sex,0,sex (0),0.6,swat_0.6,wasserstein,0.00091846793788524
F_2,sex,0,sex (0),0.6,swat_0.6,cramers_v,0.986488542900052
F_2,sex,0,sex (0),0.6,swat_0.6,JS_Divergence,0.01192528384374939
F_2,sex,0,sex (0),0.8,swat_0.8,Hellinger,0.08631003539916388
F_2,sex,0,sex (0),0.8,swat_0.8,wasserstein,0.00087586932727504
F_2,sex,0,sex (0),0.8,swat_0.8,cramers_v,0.9729054841618296
F_2,sex,0,sex (0),0.8,swat_0.8,JS_Divergence,0.01598121562602193
F_2,sex,0,sex (0),0.95,swat_0.95,Hellinger,0.08879528678578251
F_2,sex,0,sex (0),0.95,swat_0.95,wasserstein,0.0009466837211051301
F_2,sex,0,sex (0),0.95,swat_0.95,cramers_v,0.9677180314340511
F_2,sex,0,sex (0),0.95,swat_0.95,JS_Divergence,0.01620506137490186
F_2,sex,1,sex (1),0.01,swat_0.01,Hellinger,0.0
F_2,sex,1,sex (1),0.01,swat_0.01,wasserstein,0.0
F_2,sex,1,sex (1),0.01,swat_0.01,cramers_v,1.0
F_2,sex,1,sex (1),0.01,swat_0.01,JS_Divergence,0.0
F_2,sex,1,sex (1),0.05,swat_0.05,Hellinger,0.00193945811647243
F_2,sex,1,sex (1),0.05,swat_0.05,wasserstein,3.103872962625e-05
F_2,sex,1,sex (1),0.05,swat_0.05,cramers_v,1.0
F_2,sex,1,sex (1),0.05,swat_0.05,JS_Divergence,0.00030347649285893997
F_2,sex,1,sex (1),0.1,swat_0.1,Hellinger,0.0078154333501408
F_2,sex,1,sex (1),0.1,swat_0.1,wasserstein,0.00015818675003052824
F_2,sex,1,sex (1),0.1,swat_0.1,cramers_v,1.0
F_2,sex,1,sex (1),0.1,swat_0.1,JS_Divergence,0.0017642702690694781
F_2,sex,1,sex (1),0.2,swat_0.2,Hellinger,0.04840447527782004
F_2,sex,1,sex (1),0.2,swat_0.2,wasserstein,0.0004250791460587226
F_2,sex,1,sex (1),0.2,swat_0.2,cramers_v,0.9965550700023676
F_2,sex,1,sex (1),0.2,swat_0.2,JS_Divergence,0.008570932730007929
F_2,sex,1,sex (1),0.4,swat_0.4,Hellinger,0.05751728555588056
F_2,sex,1,sex (1),0.4,swat_0.4,wasserstein,0.00062126827951027
F_2,sex,1,sex (1),0.4,swat_0.4,cramers_v,0.9835041895648746
F_2,sex,1,sex (1),0.4,swat_0.4,JS_Divergence,0.010595757266267061
F_2,sex,1,sex (1),0.6,swat_0.6,Hellinger,0.06134492735550773
F_2,sex,1,sex (1),0.6,swat_0.6,wasserstein,0.00045929303825613
F_2,sex,1,sex (1),0.6,swat_0.6,cramers_v,0.9720058481997305
F_2,sex,1,sex (1),0.6,swat_0.6,JS_Divergence,0.01121587485661812
F_2,sex,1,sex (1),0.8,swat_0.8,Hellinger,0.0836113303084143
F_2,sex,1,sex (1),0.8,swat_0.8,wasserstein,0.00073316618714305
F_2,sex,1,sex (1),0.8,swat_0.8,cramers_v,0.9590320873184286
F_2,sex,1,sex (1),0.8,swat_0.8,JS_Divergence,0.015278613018384199
F_2,sex,1,sex (1),0.95,swat_0.95,Hellinger,0.09309579732973618
F_2,sex,1,sex (1),0.95,swat_0.95,wasserstein,0.0007853180732598899
F_2,sex,1,sex (1),0.95,swat_0.95,cramers_v,0.9497755893742255
F_2,sex,1,sex (1),0.95,swat_0.95,JS_Divergence,0.01672223791819939
F_3,capital-gain,0-3471,capital-gain (0-3471),0.01,swat_0.01,Hellinger,0.0
F_3,capital-gain,0-3471,capital-gain (0-3471),0.01,swat_0.01,wasserstein,0.0
F_3,capital-gain,0-3471,capital-gain (0-3471),0.01,swat_0.01,cramers_v,1.0
F_3,capital-gain,0-3471,capital-gain (0-3471),0.01,swat_0.01,JS_Divergence,0.0
F_3,capital-gain,0-3471,capital-gain (0-3471),0.05,swat_0.05,Hellinger,0.00922950916058482
F_3,capital-gain,0-3471,capital-gain (0-3471),0.05,swat_0.05,wasserstein,0.0002502738526075
F_3,capital-gain,0-3471,capital-gain (0-3471),0.05,swat_0.05,cramers_v,1.0
F_3,capital-gain,0-3471,capital-gain (0-3471),0.05,swat_0.05,JS_Divergence,0.00249481374561977
F_3,capital-gain,0-3471,capital-gain (0-3471),0.1,swat_0.1,Hellinger,0.052274057961930784
F_3,capital-gain,0-3471,capital-gain (0-3471),0.1,swat_0.1,wasserstein,0.0008416740015552201
F_3,capital-gain,0-3471,capital-gain (0-3471),0.1,swat_0.1,cramers_v,0.9981432270663342
F_3,capital-gain,0-3471,capital-gain (0-3471),0.1,swat_0.1,JS_Divergence,0.01020860967182979
F_3,capital-gain,0-3471,capital-gain (0-3471),0.2,swat_0.2,Hellinger,0.15864817142997328
F_3,capital-gain,0-3471,capital-gain (0-3471),0.2,swat_0.2,wasserstein,0.0016179366001823898
F_3,capital-gain,0-3471,capital-gain (0-3471),0.2,swat_0.2,cramers_v,0.9969465941038831
F_3,capital-gain,0-3471,capital-gain (0-3471),0.2,swat_0.2,JS_Divergence,0.02185575794152856
F_3,capital-gain,0-3471,capital-gain (0-3471),0.4,swat_0.4,Hellinger,0.25584639211409455
F_3,capital-gain,0-3471,capital-gain (0-3471),0.4,swat_0.4,wasserstein,0.00183872466996289
F_3,capital-gain,0-3471,capital-gain (0-3471),0.4,swat_0.4,cramers_v,0.9865228839920321
F_3,capital-gain,0-3471,capital-gain (0-3471),0.4,swat_0.4,JS_Divergence,0.02476812501894258
F_3,capital-gain,0-3471,capital-gain (0-3471),0.6,swat_0.6,Hellinger,0.4160402910466388
F_3,capital-gain,0-3471,capital-gain (0-3471),0.6,swat_0.6,wasserstein,0.0029167737592125697
F_3,capital-gain,0-3471,capital-gain (0-3471),0.6,swat_0.6,cramers_v,0.9805263572177821
F_3,capital-gain,0-3471,capital-gain (0-3471),0.6,swat_0.6,JS_Divergence,0.032860029164046275
F_3,capital-gain,0-3471,capital-gain (0-3471),0.8,swat_0.8,Hellinger,0.5481948617603087
F_3,capital-gain,0-3471,capital-gain (0-3471),0.8,swat_0.8,wasserstein,0.00342265391961342
F_3,capital-gain,0-3471,capital-gain (0-3471),0.8,swat_0.8,cramers_v,0.9716141609739394
F_3,capital-gain,0-3471,capital-gain (0-3471),0.8,swat_0.8,JS_Divergence,0.03746012005841069
F_3,capital-gain,0-3471,capital-gain (0-3471),0.95,swat_0.95,Hellinger,0.6520117727278941
F_3,capital-gain,0-3471,capital-gain (0-3471),0.95,swat_0.95,wasserstein,0.00416241213998796
F_3,capital-gain,0-3471,capital-gain (0-3471),0.95,swat_0.95,cramers_v,0.9673975921263043
F_3,capital-gain,0-3471,capital-gain (0-3471),0.95,swat_0.95,JS_Divergence,0.0407194986191472
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.01,swat_0.01,Hellinger,0.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.01,swat_0.01,wasserstein,0.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.01,swat_0.01,cramers_v,0.5
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.01,swat_0.01,JS_Divergence,0.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.05,swat_0.05,Hellinger,0.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.05,swat_0.05,wasserstein,0.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.05,swat_0.05,cramers_v,1.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.05,swat_0.05,JS_Divergence,0.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.1,swat_0.1,Hellinger,0.018177268911869198
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.1,swat_0.1,wasserstein,0.00279672287971387
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.1,swat_0.1,cramers_v,1.0
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.1,swat_0.1,JS_Divergence,0.01100915950248558
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.2,swat_0.2,Hellinger,0.009879241915936799
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.2,swat_0.2,wasserstein,0.0009233620934252301
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.2,swat_0.2,cramers_v,0.9976577546180385
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.2,swat_0.2,JS_Divergence,0.00481438884087415
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.4,swat_0.4,Hellinger,0.058959339488600396
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.4,swat_0.4,wasserstein,0.0028032653140656135
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.4,swat_0.4,cramers_v,0.9951975739593701
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.4,swat_0.4,JS_Divergence,0.02228548540645288
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.6,swat_0.6,Hellinger,0.09135896164440044
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.6,swat_0.6,wasserstein,0.004452676928831207
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.6,swat_0.6,cramers_v,0.9948683695233139
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.6,swat_0.6,JS_Divergence,0.028188708009923458
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.8,swat_0.8,Hellinger,0.13761017167244796
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.8,swat_0.8,wasserstein,0.00501898048455552
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.8,swat_0.8,cramers_v,0.9873043129364685
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.8,swat_0.8,JS_Divergence,0.038300902877534834
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.95,swat_0.95,Hellinger,0.11643696066858467
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.95,swat_0.95,wasserstein,0.00369692725110176
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.95,swat_0.95,cramers_v,0.9914217334839843
F_3,capital-gain,3674-99999,capital-gain (3674-99999),0.95,swat_0.95,JS_Divergence,0.03070359361809193
F_4,capital-loss,0-1876,capital-loss (0-1876),0.01,swat_0.01,Hellinger,0.0
F_4,capital-loss,0-1876,capital-loss (0-1876),0.01,swat_0.01,wasserstein,0.0
F_4,capital-loss,0-1876,capital-loss (0-1876),0.01,swat_0.01,cramers_v,1.0
F_4,capital-loss,0-1876,capital-loss (0-1876),0.01,swat_0.01,JS_Divergence,0.0
F_4,capital-loss,0-1876,capital-loss (0-1876),0.05,swat_0.05,Hellinger,0.0006497327553519701
F_4,capital-loss,0-1876,capital-loss (0-1876),0.05,swat_0.05,wasserstein,1.526226695715e-05
F_4,capital-loss,0-1876,capital-loss (0-1876),0.05,swat_0.05,cramers_v,1.0
F_4,capital-loss,0-1876,capital-loss (0-1876),0.05,swat_0.05,JS_Divergence,0.00018547582152057
F_4,capital-loss,0-1876,capital-loss (0-1876),0.1,swat_0.1,Hellinger,0.03137141790746531
F_4,capital-loss,0-1876,capital-loss (0-1876),0.1,swat_0.1,wasserstein,0.00035692717182172595
F_4,capital-loss,0-1876,capital-loss (0-1876),0.1,swat_0.1,cramers_v,0.9985362092195105
F_4,capital-loss,0-1876,capital-loss (0-1876),0.1,swat_0.1,JS_Divergence,0.00604374908768591
F_4,capital-loss,0-1876,capital-loss (0-1876),0.2,swat_0.2,Hellinger,0.1361444391447325
F_4,capital-loss,0-1876,capital-loss (0-1876),0.2,swat_0.2,wasserstein,0.0012804177153208601
F_4,capital-loss,0-1876,capital-loss (0-1876),0.2,swat_0.2,cramers_v,0.9967403587882252
F_4,capital-loss,0-1876,capital-loss (0-1876),0.2,swat_0.2,JS_Divergence,0.01834731497398354
F_4,capital-loss,0-1876,capital-loss (0-1876),0.4,swat_0.4,Hellinger,0.22395291710128595
F_4,capital-loss,0-1876,capital-loss (0-1876),0.4,swat_0.4,wasserstein,0.0016526463208348802
F_4,capital-loss,0-1876,capital-loss (0-1876),0.4,swat_0.4,cramers_v,0.9866526808539419
F_4,capital-loss,0-1876,capital-loss (0-1876),0.4,swat_0.4,JS_Divergence,0.02138638322839413
F_4,capital-loss,0-1876,capital-loss (0-1876),0.6,swat_0.6,Hellinger,0.3792150461022791
F_4,capital-loss,0-1876,capital-loss (0-1876),0.6,swat_0.6,wasserstein,0.0025272323207425297
F_4,capital-loss,0-1876,capital-loss (0-1876),0.6,swat_0.6,cramers_v,0.9802373209359618
F_4,capital-loss,0-1876,capital-loss (0-1876),0.6,swat_0.6,JS_Divergence,0.0294977369487587
F_4,capital-loss,0-1876,capital-loss (0-1876),0.8,swat_0.8,Hellinger,0.5045582287764963
F_4,capital-loss,0-1876,capital-loss (0-1876),0.8,swat_0.8,wasserstein,0.0028596805723650797
F_4,capital-loss,0-1876,capital-loss (0-1876),0.8,swat_0.8,cramers_v,0.9701680938170325
F_4,capital-loss,0-1876,capital-loss (0-1876),0.8,swat_0.8,JS_Divergence,0.034078327589234216
F_4,capital-loss,0-1876,capital-loss (0-1876),0.95,swat_0.95,Hellinger,0.5668085525378341
F_4,capital-loss,0-1876,capital-loss (0-1876),0.95,swat_0.95,wasserstein,0.00324476706518012
F_4,capital-loss,0-1876,capital-loss (0-1876),0.95,swat_0.95,cramers_v,0.9665935999720807
F_4,capital-loss,0-1876,capital-loss (0-1876),0.95,swat_0.95,JS_Divergence,0.03509835515938686
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.01,swat_0.01,Hellinger,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.01,swat_0.01,wasserstein,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.01,swat_0.01,cramers_v,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.01,swat_0.01,JS_Divergence,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.05,swat_0.05,Hellinger,0.010976935462151999
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.05,swat_0.05,wasserstein,0.0034882567973842002
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.05,swat_0.05,cramers_v,0.4444444444444444
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.05,swat_0.05,JS_Divergence,0.009232561678357567
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.1,swat_0.1,Hellinger,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.1,swat_0.1,wasserstein,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.1,swat_0.1,cramers_v,0.8888888888888888
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.1,swat_0.1,JS_Divergence,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.2,swat_0.2,Hellinger,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.2,swat_0.2,wasserstein,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.2,swat_0.2,cramers_v,1.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.2,swat_0.2,JS_Divergence,0.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.4,swat_0.4,Hellinger,0.00624742609691386
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.4,swat_0.4,wasserstein,0.0011708646044472902
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.4,swat_0.4,cramers_v,1.0
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.4,swat_0.4,JS_Divergence,0.00444013818958108
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.6,swat_0.6,Hellinger,0.0074406484849044606
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.6,swat_0.6,wasserstein,0.00071076698249564
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.6,swat_0.6,cramers_v,0.9964653075232519
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.6,swat_0.6,JS_Divergence,0.00387219062008676
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.8,swat_0.8,Hellinger,0.04863240595784834
