ID,Features,Swap,Swap_ratio,Distance_measure,Value,Normalized,Std
F_0,age,0.1,10%,"Hellinger
 distance(+)",0.009879241915936799,0.09779786460407233,0.031240906010166
F_0,age,0.1,10%,"Wasserstein
 distance(+)",0.0005063598576848,0.005012622752248859,0.0016012504659626827
F_0,age,0.1,10%,"Contingency
 coefficient(-)",0.7047902159560258,6.976950124396899,0.007325622476801813
F_0,age,0.1,10%,"Total variation
 distance(+)",0.00624999999999999,0.06187080536912742,0.01976423537605234
F_0,age,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0036960604961055,0.03658851833393029,0.011687969537465278
F_0,age,0.3,30%,"Hellinger
 distance(+)",0.0296377257478104,0.09779786460407235,0.047721272190195514
F_0,age,0.3,30%,"Wasserstein
 distance(+)",0.00157177765779083,0.005186514642598376,0.0025538625674613098
F_0,age,0.3,30%,"Contingency
 coefficient(-)",0.6997077063046869,2.3088788966429825,0.012034690425292
F_0,age,0.3,30%,"Total variation
 distance(+)",0.01987283549783548,0.06557591131836092,0.03228970473416302
F_0,age,0.3,30%,"Jensen–Shannon
 divergence(+)",0.011259904738540629,0.037155166642835406,0.018168272913788103
F_0,age,0.5,50%,"Hellinger
 distance(+)",0.06336756748316658,0.1254592779029137,0.05594154538065716
F_0,age,0.5,50%,"Wasserstein
 distance(+)",0.00366104396134745,0.007248375628171126,0.0033634392832499146
F_0,age,0.5,50%,"Contingency
 coefficient(-)",0.6891980435259002,1.364519616376782,0.01648626710161278
F_0,age,0.5,50%,"Total variation
 distance(+)",0.04742886499465444,0.09390278639881249,0.04328359215132659
F_0,age,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0241323236975577,0.04777876168308404,0.021052730548756688
F_0,age,0.7,70%,"Hellinger
 distance(+)",0.07059967450589641,0.09984134218235591,0.06497549824259152
F_0,age,0.7,70%,"Wasserstein
 distance(+)",0.00467376367671706,0.00660958909219335,0.004972440921941955
F_0,age,0.7,70%,"Contingency
 coefficient(-)",0.6843434229299262,0.9677915137311996,0.023752520919740776
F_0,age,0.7,70%,"Total variation
 distance(+)",0.05888719832798778,0.08327767740535184,0.059750808611692324
F_0,age,0.7,70%,"Jensen–Shannon
 divergence(+)",0.026629777494255852,0.03765956069417774,0.02401636654671934
F_1,sex,0.1,10%,"Hellinger
 distance(+)",0.009879241915936799,0.09779786460407233,0.031240906010166
F_1,sex,0.1,10%,"Wasserstein
 distance(+)",0.00043603209967302,0.004316425147769829,0.0013788545679123034
F_1,sex,0.1,10%,"Contingency
 coefficient(-)",0.7050367503662572,6.979390649598855,0.006546012218864183
F_1,sex,0.1,10%,"Total variation
 distance(+)",0.0056060606060606,0.05549623754321734,0.01772792021609544
F_1,sex,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00344022020618781,0.034055871168637716,0.010878931504087566
F_1,sex,0.3,30%,"Hellinger
 distance(+)",0.02385059981941938,0.07870164369942637,0.051198215173556265
F_1,sex,0.3,30%,"Wasserstein
 distance(+)",0.00155454922492122,0.005129664668364205,0.0033075997484666385
F_1,sex,0.3,30%,"Contingency
 coefficient(-)",0.6997189555604431,2.308916016670366,0.015722331130202747
F_1,sex,0.3,30%,"Total variation
 distance(+)",0.01936688311688311,0.06390638164967022,0.041164117388243195
F_1,sex,0.3,30%,"Jensen–Shannon
 divergence(+)",0.00906608181741822,0.02991604179125699,0.01915329213457431
F_1,sex,0.5,50%,"Hellinger
 distance(+)",0.049396209579684,0.09779786460407235,0.0698567895174129
F_1,sex,0.5,50%,"Wasserstein
 distance(+)",0.00372371731741223,0.007372460460648374,0.00588165047101898
F_1,sex,0.5,50%,"Contingency
 coefficient(-)",0.6850125681151706,1.3562329368723176,0.03518733234899462
F_1,sex,0.5,50%,"Total variation
 distance(+)",0.05348836105415052,0.10589977524143895,0.08284664071421563
F_1,sex,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0190201065289093,0.037657257892807,0.025895921338215836
F_1,sex,0.7,70%,"Hellinger
 distance(+)",0.05986785898677023,0.08466451774255618,0.08914268058715061
F_1,sex,0.7,70%,"Wasserstein
 distance(+)",0.00397017024331437,0.005614574409289258,0.005764175261799989
F_1,sex,0.7,70%,"Contingency
 coefficient(-)",0.6717734060139315,0.9500151235575734,0.06084340142162501
F_1,sex,0.7,70%,"Total variation
 distance(+)",0.0670181972310455,0.09477645341878439,0.10089827077316457
F_1,sex,0.7,70%,"Jensen–Shannon
 divergence(+)",0.023130497013126368,0.03271091380092176,0.033067498203231446
F_10,ca,0.1,10%,"Hellinger
 distance(+)",0.04360908365129298,2.5465918814799484,0.05752505603623387
F_10,ca,0.1,10%,"Wasserstein
 distance(+)",0.00270841460056637,0.15816032019007073,0.004617074081699207
F_10,ca,0.1,10%,"Contingency
 coefficient(-)",0.6145968944678464,35.88994151653543,0.22081080316462479
F_10,ca,0.1,10%,"Total variation
 distance(+)",0.04807066807066805,2.80713013887076,0.09426252906943
F_10,ca,0.1,10%,"Jensen–Shannon
 divergence(+)",0.016156520218149478,0.9434746106912572,0.022525836102288373
F_10,ca,0.3,30%,"Hellinger
 distance(+)",0.11424229784245019,6.671282307455045,0.09094916625806501
F_10,ca,0.3,30%,"Wasserstein
 distance(+)",0.0098167114383284,0.573255743036858,0.008255782540879842
F_10,ca,0.3,30%,"Contingency
 coefficient(-)",0.5743795013739812,33.54141047272643,0.2072161341420877
F_10,ca,0.3,30%,"Total variation
 distance(+)",0.13846394527479716,8.0857273162177,0.11348542412473565
F_10,ca,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0428014890209534,2.499431662622917,0.030188147071861116
F_10,ca,0.5,50%,"Hellinger
 distance(+)",0.14887950930383645,8.693953597913477,0.1200494491150571
F_10,ca,0.5,50%,"Wasserstein
 distance(+)",0.01223523868911065,0.7144878292514806,0.012454839598135018
F_10,ca,0.5,50%,"Contingency
 coefficient(-)",0.559492646269575,32.672079104684144,0.20495077542923296
F_10,ca,0.5,50%,"Total variation
 distance(+)",0.15638100296419477,9.132010104837475,0.1354512696688594
F_10,ca,0.5,50%,"Jensen–Shannon
 divergence(+)",0.04991998516685957,2.9151226832934114,0.0359271152609571
F_10,ca,0.7,70%,"Hellinger
 distance(+)",0.1712519461692718,10.00041228312713,0.13558309762335605
F_10,ca,0.7,70%,"Wasserstein
 distance(+)",0.0165279302173202,0.965163433509725,0.01637631135354156
F_10,ca,0.7,70%,"Contingency
 coefficient(-)",0.5324550966301573,31.093196939733847,0.20228051373700248
F_10,ca,0.7,70%,"Total variation
 distance(+)",0.2000352642476932,11.681240175010375,0.1663740467558013
F_10,ca,0.7,70%,"Jensen–Shannon
 divergence(+)",0.05629311251520638,3.287287218891412,0.04043880162608376
F_11,thal,0.1,10%,"Hellinger
 distance(+)",0.0131723225545824,0.04590472715418556,0.034761671158754226
F_11,thal,0.1,10%,"Wasserstein
 distance(+)",0.00319756873093552,0.011143328713833176,0.010221431423026686
F_11,thal,0.1,10%,"Contingency
 coefficient(-)",0.5946575693981181,2.072344748640813,0.24748742150506925
F_11,thal,0.1,10%,"Total variation
 distance(+)",0.03833333333333333,0.1335892892301634,0.11232570272232215
F_11,thal,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00929839945056938,0.032404345397731446,0.025841555147262038
F_11,thal,0.3,30%,"Hellinger
 distance(+)",0.06087352219342116,0.06899285028005088,0.06081328411825635
F_11,thal,0.3,30%,"Wasserstein
 distance(+)",0.0070380290013293805,0.00797676335554396,0.011140053100874625
F_11,thal,0.3,30%,"Contingency
 coefficient(-)",0.5635922229086161,0.6387643174414104,0.23696117783131046
F_11,thal,0.3,30%,"Total variation
 distance(+)",0.10073593073593072,0.11417211846231502,0.12763241850937357
F_11,thal,0.3,30%,"Jensen–Shannon
 divergence(+)",0.030600984586563292,0.034682552806695924,0.03239646620745191
F_11,thal,0.5,50%,"Hellinger
 distance(+)",0.06955301082750173,0.04846804297821971,0.07262172614841005
F_11,thal,0.5,50%,"Wasserstein
 distance(+)",0.010839307881484787,0.007553375964656721,0.020105614697434333
F_11,thal,0.5,50%,"Contingency
 coefficient(-)",0.5222388644969811,0.3639223583305734,0.26573911924950816
F_11,thal,0.5,50%,"Total variation
 distance(+)",0.14205387205387204,0.09899029666746201,0.20308215689031758
F_11,thal,0.5,50%,"Jensen–Shannon
 divergence(+)",0.03607119159131956,0.025136224061667566,0.0416377727700466
F_11,thal,0.7,70%,"Hellinger
 distance(+)",0.10810665776168972,0.05087034008724998,0.07937825109863011
F_11,thal,0.7,70%,"Wasserstein
 distance(+)",0.01805479552584556,0.00849580967187203,0.016181030531512222
F_11,thal,0.7,70%,"Contingency
 coefficient(-)",0.4334853596423456,0.20397955245698568,0.25435246566749314
F_11,thal,0.7,70%,"Total variation
 distance(+)",0.25337338587338587,0.11922660986199468,0.21091424468151107
F_11,thal,0.7,70%,"Jensen–Shannon
 divergence(+)",0.06031978161735234,0.028383892984903267,0.043136402690074085
F_2,cp,0.1,10%,"Hellinger
 distance(+)",0.06795253961268943,3.9681500094645714,0.07558949400505431
F_2,cp,0.1,10%,"Wasserstein
 distance(+)",0.00410922664967715,0.23996200674394622,0.005224289202163567
F_2,cp,0.1,10%,"Contingency
 coefficient(-)",0.6690269109790845,39.06843155922242,0.05243395059676056
F_2,cp,0.1,10%,"Total variation
 distance(+)",0.07854080265062272,4.586461205980063,0.10339431384282369
F_2,cp,0.1,10%,"Jensen–Shannon
 divergence(+)",0.02549407519027372,1.4887495785173535,0.028134777673939418
F_2,cp,0.3,30%,"Hellinger
 distance(+)",0.16243743189880339,9.485680750131515,0.05670495733965018
F_2,cp,0.3,30%,"Wasserstein
 distance(+)",0.01473411105904375,0.8604117413660043,0.010617545955313857
F_2,cp,0.3,30%,"Contingency
 coefficient(-)",0.6077850404791936,35.492157141976215,0.08034431128901551
F_2,cp,0.3,30%,"Total variation
 distance(+)",0.20300915757156385,11.854903365356543,0.13746495482183663
F_2,cp,0.3,30%,"Jensen–Shannon
 divergence(+)",0.05963165783221989,3.4822445921818606,0.01820232875392072
F_2,cp,0.5,50%,"Hellinger
 distance(+)",0.18579409730070834,10.849614350904876,0.07087016094909804
F_2,cp,0.5,50%,"Wasserstein
 distance(+)",0.019021242108136098,1.1107626364170975,0.016687955344903964
F_2,cp,0.5,50%,"Contingency
 coefficient(-)",0.5803582476339433,33.89054476797542,0.09959298124839225
F_2,cp,0.5,50%,"Total variation
 distance(+)",0.24265110868356937,14.169830954183903,0.1731883587809074
F_2,cp,0.5,50%,"Jensen–Shannon
 divergence(+)",0.06656454218069835,3.887096644067413,0.021173487349110884
F_2,cp,0.7,70%,"Hellinger
 distance(+)",0.21699024808454265,12.671341790875546,0.07182482763268179
F_2,cp,0.7,70%,"Wasserstein
 distance(+)",0.02464811636994921,1.4393490480881646,0.018042682028592896
F_2,cp,0.7,70%,"Contingency
 coefficient(-)",0.5431784447577248,31.719396552234464,0.10315153727904137
F_2,cp,0.7,70%,"Total variation
 distance(+)",0.29993762046291794,17.51512862157181,0.17340885366249137
F_2,cp,0.7,70%,"Jensen–Shannon
 divergence(+)",0.07648834822210751,4.466606273311479,0.020563482984650234
F_5,fbs,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Contingency
 coefficient(-)",0.7071067811865476,6.999882565437299,3.700743415417188e-17
F_5,fbs,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Contingency
 coefficient(-)",0.7071067811865476,2.3332941884791,3.700743415417188e-17
F_5,fbs,0.3,30%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Contingency
 coefficient(-)",0.7071067811865476,1.39997651308746,3.700743415417188e-17
F_5,fbs,0.5,50%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Contingency
 coefficient(-)",0.7071067811865476,0.9999832236339,3.700743415417188e-17
F_5,fbs,0.7,70%,"Total variation
 distance(+)",0.0,0.0,0.0
F_5,fbs,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Contingency
 coefficient(-)",0.6481812160876687,4.481565439356148,0.2041241452319315
F_6,restecg,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Contingency
 coefficient(-)",0.6481812160876687,1.3738518141604712,0.2041241452319315
F_6,restecg,0.3,30%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.3,30%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Contingency
 coefficient(-)",0.6481812160876687,0.8857600868366521,0.2041241452319315
F_6,restecg,0.5,50%,"Total variation
 distance(+)",0.0,0.0,0.0
F_6,restecg,0.5,50%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_6,restecg,0.7,70%,"Hellinger
 distance(+)",0.008232701596614,0.008051875577293427,0.028518914897777723
F_6,restecg,0.7,70%,"Wasserstein
 distance(+)",0.0003042084416323417,0.00029752669799101795,0.0010538089539971342
F_6,restecg,0.7,70%,"Contingency
 coefficient(-)",0.6467922572229075,0.6325858794223214,0.20374308781522463
F_6,restecg,0.7,70%,"Total variation
 distance(+)",0.0037957211870255337,0.003712350601483738,0.013148763894587745
F_6,restecg,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0026270374401338,0.00256933624480554,0.00910032463939485
F_8,exang,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Contingency
 coefficient(-)",0.7071067811865476,6.999882565437299,1.0467283057891834e-16
F_8,exang,0.1,10%,"Total variation
 distance(+)",0.0,0.0,0.0
F_8,exang,0.1,10%,"Jensen–Shannon
 divergence(+)",0.0,0.0,0.0
F_8,exang,0.3,30%,"Hellinger
 distance(+)",0.04360908365129298,0.14390022010214126,0.05752505603623387
F_8,exang,0.3,30%,"Wasserstein
 distance(+)",0.0023581333705388298,0.007781312576162805,0.003338061817598111
F_8,exang,0.3,30%,"Contingency
 coefficient(-)",0.6935880357587422,2.2886853528951785,0.020323841775701824
F_8,exang,0.3,30%,"Total variation
 distance(+)",0.03487295034973053,0.11507293459922266,0.05148080395764956
F_8,exang,0.3,30%,"Jensen–Shannon
 divergence(+)",0.015708374124127088,0.051834120431962984,0.020756337913085156
F_8,exang,0.5,50%,"Hellinger
 distance(+)",0.06072043258995961,0.12021830613448378,0.06766734591429505
F_8,exang,0.5,50%,"Wasserstein
 distance(+)",0.0027069590502772503,0.005359415569340865,0.0032452273110106346
F_8,exang,0.5,50%,"Contingency
 coefficient(-)",0.6814519399565808,1.3491833710549754,0.04394019599330841
F_8,exang,0.5,50%,"Total variation
 distance(+)",0.05013819679918748,0.0992668997030893,0.06855796926353432
F_8,exang,0.5,50%,"Jensen–Shannon
 divergence(+)",0.021983907835224227,0.04352518665363186,0.02613704478156103
F_8,exang,0.7,70%,"Hellinger
 distance(+)",0.07469179049344218,0.10562837102380367,0.08255009881490855
F_8,exang,0.7,70%,"Wasserstein
 distance(+)",0.0043770124976735495,0.0061899265906696895,0.0058532903881131654
F_8,exang,0.7,70%,"Contingency
 coefficient(-)",0.6717361550354057,0.9499624436023236,0.05021766525603069
F_8,exang,0.7,70%,"Total variation
 distance(+)",0.07182238098337167,0.10157048125644604,0.0911956310640345
F_8,exang,0.7,70%,"Jensen–Shannon
 divergence(+)",0.02637026414594796,0.03729255955443264,0.030055335908429574
F_9,oldpeak,0.1,10%,"Hellinger
 distance(+)",0.02385059981941938,1.3927773478166101,0.051198215173556265
F_9,oldpeak,0.1,10%,"Wasserstein
 distance(+)",0.0013212277676578701,0.07715429045947515,0.0029999913134550935
F_9,oldpeak,0.1,10%,"Contingency
 coefficient(-)",0.7007868827776365,40.92308383728803,0.014121483193695635
F_9,oldpeak,0.1,10%,"Total variation
 distance(+)",0.01666486729644624,0.9731599980962319,0.037036062802448325
F_9,oldpeak,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00825758270426007,0.4822090104774409,0.01774466509703275
F_9,oldpeak,0.3,30%,"Hellinger
 distance(+)",0.08143104137419495,4.7552393102815,0.058962583088999106
F_9,oldpeak,0.3,30%,"Wasserstein
 distance(+)",0.00471003827029375,0.27504694472602825,0.004933820209378971
F_9,oldpeak,0.3,30%,"Contingency
 coefficient(-)",0.6779003139441194,39.58660195079835,0.025522518645565286
F_9,oldpeak,0.3,30%,"Total variation
 distance(+)",0.06888103047623169,4.022370073202483,0.061594534505353724
F_9,oldpeak,0.3,30%,"Jensen–Shannon
 divergence(+)",0.03172912447009858,1.8528509204211203,0.02320245329880769
F_9,oldpeak,0.5,50%,"Hellinger
 distance(+)",0.11703378695749281,6.834293839053609,0.0869161223085844
F_9,oldpeak,0.5,50%,"Wasserstein
 distance(+)",0.00876278269577109,0.5117106209032211,0.008003385145583625
F_9,oldpeak,0.5,50%,"Contingency
 coefficient(-)",0.6400663420709903,37.37725294482824,0.056227543617206256
F_9,oldpeak,0.5,50%,"Total variation
 distance(+)",0.13702523206759137,8.001712357257663,0.11376661657052847
F_9,oldpeak,0.5,50%,"Jensen–Shannon
 divergence(+)",0.04378747973862511,2.5570094823477056,0.03225723381039628
F_9,oldpeak,0.7,70%,"Hellinger
 distance(+)",0.16710177721545605,9.75805941350328,0.07645477337660311
F_9,oldpeak,0.7,70%,"Wasserstein
 distance(+)",0.01311392301571318,0.7657993952179288,0.00941993985805332
F_9,oldpeak,0.7,70%,"Contingency
 coefficient(-)",0.5987829010014909,34.966469065309006,0.07619522202628536
F_9,oldpeak,0.7,70%,"Total variation
 distance(+)",0.19952639764533187,11.651524449527773,0.12253651410502289
F_9,oldpeak,0.7,70%,"Jensen–Shannon
 divergence(+)",0.06194835164170862,3.6175300224902305,0.027106114202497106
